physical_id,family,source_dice,risk,harm,z_source_dice,z_risk
polypgen_static_0062,DeepLabV3-R50,0.6961433580054538,0.3380001887483311,1,-0.14927254995860523,-0.17205658242572136
polypgen_static_0063,DeepLabV3-R50,0.555926434976111,0.5581893620217148,0,-0.572783911918689,0.6780139178152053
polypgen_static_0064,DeepLabV3-R50,0.8547044568538615,0.6386701644429489,1,0.32964558257753573,0.9887210927273313
polypgen_static_0065,DeepLabV3-R50,0.9676748975080766,0.1760024598716901,0,0.6708616365961025,-0.7974710311783042
polypgen_static_0066,DeepLabV3-R50,0.7001570723910827,0.5447659116408117,0,-0.1371495222294861,0.6261908467231222
polypgen_static_0067,DeepLabV3-R50,0.9549706872895098,0.2498777931545262,0,0.6324898248628892,-0.5122651757512754
polypgen_static_0068,DeepLabV3-R50,0.9082867783985102,0.8325931791140285,0,0.4914856906335974,1.7373874855340297
polypgen_static_0069,DeepLabV3-R50,0.8300079808459697,0.9210047213299972,1,0.25505231691638564,2.078712369048114
polypgen_static_0070,DeepLabV3-R50,0.9750417213017046,0.0315410091473207,1,0.6931123999900937,-1.3551842731928194
polypgen_static_0071,DeepLabV3-R50,0.8789808917197452,0.911361479364876,1,0.40297015547116666,2.041483310964241
polypgen_static_0072,DeepLabV3-R50,0.930690893105722,0.2040661076497024,0,0.5591551054814441,-0.6891274702729698
polypgen_static_0073,DeepLabV3-R50,0.7866428145497913,0.715138479695537,1,0.12407211678835467,1.2839375106510278
polypgen_static_0074,DeepLabV3-R50,0.9361022364217252,0.9626052751157012,1,0.5754995333028601,2.239317012052093
polypgen_static_0075,DeepLabV3-R50,0.9446409349530984,0.3362463842050909,0,0.6012898285558209,-0.178827385382259
polypgen_static_0076,DeepLabV3-R50,0.9542018674966652,0.6338743688353591,0,0.6301676806413864,0.9702062660871702
polypgen_static_0077,DeepLabV3-R50,0.962041212397968,0.5953317109059344,1,0.6538456473539408,0.8214070493972484
polypgen_static_0078,DeepLabV3-R50,0.0148239654107473,0.3798992162208664,0,-2.2071304579317963,-0.010299640820946261
polypgen_static_0079,DeepLabV3-R50,0.8622327790973872,0.8181821260583043,1,0.35238413608268376,1.6817516388756288
polypgen_static_0080,DeepLabV3-R50,0.9617167163989588,0.4598616496588046,0,0.6528655392505686,0.29840629954186504
polypgen_static_0081,DeepLabV3-R50,0.9096762211353928,0.4811781797768424,0,0.4956823651372844,0.3807016874188292
polypgen_static_0082,DeepLabV3-R50,0.0,0.0277096555552794,0,-2.2519047807818344,-1.3699757391680456
polypgen_static_0083,DeepLabV3-R50,0.9269317483090798,0.4611674571823509,0,0.5478009800432619,0.3034475485654089
polypgen_static_0084,DeepLabV3-R50,0.8114485981308411,0.2687428252533118,0,0.19899553517415838,-0.4394341321769169
polypgen_static_0085,DeepLabV3-R50,0.0,0.4237029637419612,0,-2.2519047807818344,0.15881073374525584
polypgen_static_0086,DeepLabV3-R50,0.9591819148019418,0.0637731822666809,0,0.6452094214763494,-1.2307475485342112
polypgen_static_0087,DeepLabV3-R50,0.8507248457011626,0.1105893030845621,0,0.3176255602939318,-1.0500074937378538
polypgen_static_0088,DeepLabV3-R50,0.9528024551768696,0.0368615395131624,0,0.6259408939975492,-1.3346436360561216
polypgen_static_0089,DeepLabV3-R50,0.9387861876525986,0.6032912882658467,0,0.5836061428095012,0.8521360893743691
polypgen_static_0090,DeepLabV3-R50,0.9663616126638634,0.1244808958405609,0,0.6668949894824882,-0.9963770948055076
polypgen_static_0091,DeepLabV3-R50,0.9392125259037531,0.6819659582916094,0,0.5848938553730151,1.1558704424801596
polypgen_static_0092,DeepLabV3-R50,0.871458127192588,0.658998363595177,1,0.38024838849918235,1.0672008933707384
polypgen_static_0093,DeepLabV3-R50,0.0,0.3937256232500872,0,-2.2519047807818344,0.04307909967358066
polypgen_static_0094,DeepLabV3-R50,0.9521718490386898,0.1834324950300122,1,0.6240362104638432,-0.7687863614920223
polypgen_static_0095,DeepLabV3-R50,0.9065760168796156,0.605189068402907,1,0.4863185044965551,0.8594627298557118
polypgen_static_0096,DeepLabV3-R50,0.951165017555059,0.2674946813871835,0,0.6209951754469248,-0.4442527627429846
polypgen_static_0097,DeepLabV3-R50,0.9548108657019548,0.26054479485133,0,0.6320070995487566,-0.4710837528244794
polypgen_static_0098,DeepLabV3-R50,0.5672376367426766,0.2190998823376318,1,-0.5386195445793701,-0.6310875213531818
polypgen_static_0099,DeepLabV3-R50,0.9286748942580684,0.0856276758882254,1,0.5530659801516787,-1.1463752787754593
polypgen_static_0100,DeepLabV3-R50,0.923763159195374,0.0978425753880304,0,0.5382305696958846,-1.0992179841009393
polypgen_static_0101,DeepLabV3-R50,0.9647887323943662,0.3809730842587834,0,0.6621442600359754,-0.006153825989935329
polypgen_static_0102,DeepLabV3-R50,0.4469520707305723,0.5992617314449964,1,-0.9019302119748123,0.836579432652667
polypgen_static_0103,DeepLabV3-R50,0.8239946280683429,0.3290271970870684,0,0.23688957899732402,-0.20669804729319163
polypgen_static_0104,DeepLabV3-R50,0.966212500763732,0.2154660820380768,0,0.6664446117210541,-0.645116305750238
polypgen_static_0105,DeepLabV3-R50,0.9560011138958509,0.3905625600576121,0,0.6356021266166515,0.0308676604354553
polypgen_static_0106,DeepLabV3-R50,0.9159663865546218,0.746585586906002,0,0.5146811882899963,1.4053433807041371
polypgen_static_0107,DeepLabV3-R50,0.921579532814238,0.8230731155294042,0,0.5316351419635748,1.70063397448079
polypgen_static_0108,DeepLabV3-R50,0.9294578706727628,0.8282927647948763,1,0.5554308830507422,1.7207851462946424
polypgen_static_0109,DeepLabV3-R50,0.226101568334578,0.9066422406988462,0,-1.5689873334588078,2.0232640428960176
polypgen_static_0110,DeepLabV3-R50,0.8839166188563778,0.6613690799088613,0,0.41787803161576853,1.076353368820568
polypgen_static_0111,DeepLabV3-R50,0.0,0.0288949747505356,0,-2.2519047807818344,-1.3653996518596765
polypgen_static_0112,DeepLabV3-R50,0.9438147668393784,0.2577587234797363,0,0.5987944693973808,-0.48183976343730395
polypgen_static_0113,DeepLabV3-R50,0.9652380598677858,0.6317422792130479,1,0.6635014092739041,0.9619750417047331
polypgen_static_0114,DeepLabV3-R50,0.9388771662803972,0.4771779284754237,1,0.5838809347656774,0.3652581686738615
polypgen_static_0115,DeepLabV3-R50,0.9793229481378865,0.0289698022455373,0,0.7060434226446985,-1.365110770053354
polypgen_static_0116,DeepLabV3-R50,0.9339981006647672,0.8980594384795471,1,0.5691441991468558,1.990128957879962
polypgen_static_0117,DeepLabV3-R50,0.7132141299607501,0.297688581486714,0,-0.09771196993514689,-0.3276850706068924
polypgen_static_0118,DeepLabV3-R50,0.9438684304612084,0.5878548234246274,0,0.598956555064916,0.7925414998927393
polypgen_static_0119,DeepLabV3-R50,0.4469874692452938,0.5807647552086307,0,-0.9018232942586253,0.765169319210488
polypgen_static_0120,DeepLabV3-R50,0.9217877094972068,0.796004747652037,1,0.5322639190657081,1.596132828124924
polypgen_static_0121,DeepLabV3-R50,0.695876954892077,0.7264582454671774,1,-0.15007719424075794,1.3276390188090206
polypgen_static_0122,DeepLabV3-R50,0.0,0.023362013993818,0,-2.2519047807818344,-1.386760405653128
polypgen_static_0123,DeepLabV3-R50,0.9392478302796528,0.4635639098568145,0,0.5850004887521919,0.31269938276552045
polypgen_static_0124,DeepLabV3-R50,0.923608628292218,0.3300322573740097,1,0.5377638243712364,-0.20281787422114095
polypgen_static_0125,DeepLabV3-R50,0.5044107667948428,0.8159007071458945,1,-0.728381897685122,1.6729439082896955
polypgen_static_0126,DeepLabV3-R50,0.8443563564897321,0.3219619032730992,0,0.2983901678656112,-0.23397458299884577
polypgen_static_0127,DeepLabV3-R50,0.9395591647331788,0.2514273664745916,0,0.5859408437078509,-0.5062828354401445
polypgen_static_0128,DeepLabV3-R50,0.9168598206187644,0.4373035203897519,0,0.5173797176055153,0.21131754786907286
polypgen_static_0129,DeepLabV3-R50,0.7852169255490091,0.4974349201521494,1,0.11976535994561031,0.44346306309267375
polypgen_static_0130,DeepLabV3-R50,0.880095131135628,0.4152942581996885,0,0.4063356055350748,0.12634777282653914
polypgen_static_0131,DeepLabV3-R50,0.9510837025505928,0.2574516169907832,0,0.6207495715102156,-0.48302539015459683
polypgen_static_0132,DeepLabV3-R50,0.8406102051551815,0.6158530645353454,0,0.28707528789586534,0.9006325493890912
polypgen_static_0133,DeepLabV3-R50,0.9067264573991032,0.3853573640063303,1,0.48677289522148076,0.010772287237103483
polypgen_static_0134,DeepLabV3-R50,0.9771053406843146,0.2987553448988438,0,0.6993453584405761,-0.32356668415806367
polypgen_static_0135,DeepLabV3-R50,0.936050527977894,0.1466896097472525,0,0.5753433530572901,-0.9106373090580534
polypgen_static_0136,DeepLabV3-R50,0.94709463852929,0.1486897940906713,1,0.6087009977709787,-0.9029153230943158
polypgen_static_0137,DeepLabV3-R50,0.8017581628991748,0.1849107560989356,1,0.16972653301462473,-0.7630793319062115
polypgen_static_0138,DeepLabV3-R50,0.9540236532400312,0.2175338504757042,0,0.6296294020875774,-0.6371334021223021
polypgen_static_0139,DeepLabV3-R50,0.5510341864604431,0.7266355780055449,0,-0.5875604651845466,1.3283236353928338
polypgen_static_0140,DeepLabV3-R50,0.9817926302519272,0.1229139226756789,0,0.7135028534546799,-1.0024266096037737
polypgen_static_0141,DeepLabV3-R50,0.950755320321976,0.282738699922276,0,0.61975772543429,-0.3854011386183099
polypgen_static_0142,DeepLabV3-R50,0.5606235174517112,0.2222925842155549,0,-0.5585968383935912,-0.6187616579052251
polypgen_static_0143,DeepLabV3-R50,0.9792094994335584,0.2146495791489281,1,0.7057007620425078,-0.648268527129284
polypgen_static_0144,DeepLabV3-R50,0.9381537617029064,0.1262834738164439,0,0.5816959627149274,-0.989417995323447
polypgen_static_0145,DeepLabV3-R50,0.9743417967441548,0.5192695444405008,0,0.6909983470196457,0.5277586245657463
polypgen_static_0146,DeepLabV3-R50,0.6960364916924677,0.293287428575996,0,-0.14959532909811687,-0.3446763249943447
polypgen_static_0147,DeepLabV3-R50,0.2943903569772833,0.7732552527446422,1,-1.3627277945968388,1.5083052831613628
polypgen_static_0148,DeepLabV3-R50,0.8174184312301019,0.179161750314145,0,0.2170268262046515,-0.7852741571590282
polypgen_static_0149,DeepLabV3-R50,0.8360655737704918,0.8219915837326429,1,0.273348677828023,1.69645857265775
polypgen_static_0150,DeepLabV3-R50,0.9711459192085736,0.1083436411018849,0,0.6813455146902102,-1.058677179792837
polypgen_static_0151,DeepLabV3-R50,0.9675716440422324,0.2455953970273721,0,0.6705497697044177,-0.5287979532894331
polypgen_static_0152,DeepLabV3-R50,0.920690870637998,0.8225209267180623,1,0.5289510256639821,1.6985021738472408
polypgen_static_0153,DeepLabV3-R50,0.9498327759197324,0.64706198086912,0,0.6169712712187666,1.021118850897159
polypgen_static_0154,DeepLabV3-R50,0.9049716803020768,0.9625594801280916,1,0.4814727643796244,2.2391402142220853
polypgen_static_0155,DeepLabV3-R50,0.8915360501567398,0.9562271769977566,1,0.4408917710251141,2.2146934895731962
polypgen_static_0156,DeepLabV3-R50,0.0,0.4723237797617629,0,-2.2519047807818344,0.3465180618651482
polypgen_static_0157,DeepLabV3-R50,0.8571428571428571,0.8658213223172245,0,0.33701052972575024,1.8656692892889664
polypgen_static_0158,DeepLabV3-R50,0.9319457198245076,0.6311382934593187,0,0.5629451856031252,0.9596432718716473
polypgen_static_0159,DeepLabV3-R50,0.7070989263004274,0.2183049738095916,1,-0.11618233838207526,-0.6341563747397103
polypgen_static_0160,DeepLabV3-R50,0.923732132367339,0.5780632382200862,1,0.5381368562273922,0.7547397423892421
polypgen_static_0161,DeepLabV3-R50,0.0,0.2035442364939244,0,-2.2519047807818344,-0.6911422254394408
polypgen_static_0162,DeepLabV3-R50,0.93796992481203,0.4133306475390098,0,0.5811407015499304,0.11876698458074683
polypgen_static_0163,DeepLabV3-R50,0.8907147657554144,0.4327398634340566,1,0.43841116263742985,0.1936989243301252
polypgen_static_0164,DeepLabV3-R50,0.9740837855966828,0.2933409123913006,0,0.6902190498413454,-0.34446984339057235
polypgen_static_0165,DeepLabV3-R50,0.9846004556577505,0.1145658439815656,0,0.7219836126674425,-1.0346555122607843
polypgen_static_0166,DeepLabV3-R50,0.9816630095599342,0.0909836311948463,0,0.7131113469616108,-1.1256978787966945
polypgen_static_0167,DeepLabV3-R50,0.9805577258248692,0.0508243469766621,0,0.7097729466467518,-1.2807383029790582
polypgen_static_0168,DeepLabV3-R50,0.9392861114199932,0.4946422264618604,1,0.5851161131542447,0.4326814861103389
polypgen_static_0169,DeepLabV3-R50,0.8443351617174201,0.3725235884491247,1,0.29832615114997973,-0.03877426332988706
polypgen_static_0170,DeepLabV3-R50,0.9582056892778994,0.5756034478676826,0,0.642260828736364,0.7452433843972922
polypgen_static_0171,DeepLabV3-R50,0.8751066856330014,0.7941400232630879,1,0.3912684987747951,1.5889338038924412
polypgen_static_0172,DeepLabV3-R50,0.930121831676236,0.6340105405043291,0,0.5574363116594592,0.9707319754898587
polypgen_static_0173,DeepLabV3-R50,0.9308110909562064,0.5882550561338956,1,0.5595181512127549,0.7940866531549209
polypgen_static_0174,DeepLabV3-R50,0.9749476177461964,0.216793450382816,0,0.6928281694985272,-0.6399918182196206
polypgen_static_0175,DeepLabV3-R50,0.9756416587696702,0.1534751926689275,0,0.6949244518356176,-0.8844406356117491
polypgen_static_0176,DeepLabV3-R50,0.7765109173559878,0.8032637306425,1,0.09346972239057325,1.624157127459033
polypgen_static_0177,DeepLabV3-R50,0.9461955183452352,0.672474568030883,1,0.6059852940920786,1.1192276287260972
polypgen_static_0178,DeepLabV3-R50,0.5927660681759043,0.7446819702407385,0,-0.46151343975685616,1.3979942075052425
polypgen_static_0179,DeepLabV3-R50,0.9642271982523212,0.3786456079830416,0,0.6604482016419766,-0.015139367343334353
polypgen_static_0180,DeepLabV3-R50,0.9585253456221198,0.9532126582852584,0,0.6432263191406259,2.2030555266714624
polypgen_static_0181,DeepLabV3-R50,0.926620004515692,0.188250678602123,1,0.5468593887169951,-0.7501851030445346
polypgen_static_0182,DeepLabV3-R50,0.8289270014240604,0.2592385593832562,1,0.25178732537804016,-0.47612665398656007
polypgen_static_0183,DeepLabV3-R50,0.9411613235483456,0.4394062487563979,0,0.5907800061087093,0.21943541909740183
polypgen_static_0184,DeepLabV3-R50,0.9829275684412568,0.1295904588718837,0,0.7169308221186543,-0.9766509259958526
polypgen_static_0185,DeepLabV3-R50,0.988499311302478,0.0896425867484988,0,0.7337597209182191,-1.1308751647931161
polypgen_static_0186,DeepLabV3-R50,0.9834815413635138,0.1042995762451463,0,0.718604042595365,-1.0742898467767228
polypgen_static_0187,DeepLabV3-R50,0.990616032497298,0.0494832380734731,1,0.7401530681457886,-1.2859158378199562
polypgen_static_0188,DeepLabV3-R50,0.9858162677631492,0.1006629281443098,0,0.7256558530042044,-1.0883296255011747
polypgen_static_0189,DeepLabV3-R50,0.9703258339798292,0.3214879688952553,0,0.678868528284823,-0.2358042716600358
polypgen_static_0190,DeepLabV3-R50,0.8744186046511628,0.9129117773101556,1,0.38919021815458554,2.047468448790387
polypgen_static_0191,DeepLabV3-R50,0.905909055333803,0.3972182336733998,0,0.48430401304616844,0.056562801190574885
polypgen_static_0192,DeepLabV3-R50,0.9532094991770514,0.8704929317041513,0,0.627170330182357,1.8837046779933169
polypgen_static_0193,DeepLabV3-R50,0.9260340632603408,0.8587653720789782,0,0.5450896110487854,1.8384288257387715
polypgen_static_0194,DeepLabV3-R50,0.9635461526330474,0.0584979486431449,1,0.6583911706392694,-1.251113311385227
polypgen_static_0195,DeepLabV3-R50,0.8659682080924855,0.6139382387931924,1,0.3636666302855286,0.8932401020116483
polypgen_static_0196,DeepLabV3-R50,0.9099027268378248,0.4336433128826305,0,0.4963665032317185,0.19718681482571315
polypgen_static_0197,DeepLabV3-R50,0.9571380030095626,0.5117044362580546,0,0.6390359878549624,0.4985524869458723
polypgen_static_0198,DeepLabV3-R50,0.9239977728285078,0.4511487900912594,1,0.5389391969939042,0.2647691102967961
polypgen_static_0199,DeepLabV3-R50,0.8356290174471993,0.4064035801545489,0,0.2720301025872069,0.09202409096262974
polypgen_static_0200,DeepLabV3-R50,0.9379701566161056,0.4675236395337069,1,0.5811414016912374,0.3279864622218547
polypgen_static_0201,DeepLabV3-R50,0.9320020657600276,0.6322163705812349,1,0.5631153729341368,0.9638053364486725
polypgen_static_0202,DeepLabV3-R50,1.0,0.0302294299284298,1,0.7684964148103479,-1.3602478046377735
polypgen_static_0203,DeepLabV3-R50,0.9473684210526316,0.3473597857184937,0,0.6095279308318121,-0.1359225747440579
polypgen_static_0204,DeepLabV3-R50,0.7762102428899983,0.2388307064098443,0,0.09256156487401461,-0.5549139691303994
polypgen_static_0205,DeepLabV3-R50,0.898327716665607,0.837828160944146,0,0.46140532866856,1.7575978508164087
polypgen_static_0206,DeepLabV3-R50,0.0,0.4028660537477632,0,-2.2519047807818344,0.07836698513164411
polypgen_static_0207,DeepLabV3-R50,0.4935570624824696,0.1941636069528081,0,-0.7611644391668179,-0.727357432245685
polypgen_static_0208,DeepLabV3-R50,0.8528273079230057,0.4902835105678771,1,0.323975839702474,0.4158540656458181
polypgen_static_0209,DeepLabV3-R50,0.6923361717882266,0.2834427108051415,0,-0.16077177976096035,-0.38268320805671285
polypgen_static_0210,DeepLabV3-R50,0.8945846984004625,0.8257716112166563,0,0.4500999118253943,1.7110518871540543
polypgen_static_0211,DeepLabV3-R50,0.9068430900828656,0.3690857271931983,1,0.4871251727189618,-0.052046598177867054
polypgen_static_0212,DeepLabV3-R50,0.9288583842327308,0.3543280367367762,1,0.5536201934905284,-0.10902068605963455
polypgen_static_0213,DeepLabV3-R50,0.8887079893010815,0.1810613699941969,1,0.4323498926354766,-0.7779404148696909
polypgen_static_0214,DeepLabV3-R50,0.9323989146538378,0.4143005148274885,0,0.5643140158074705,0.1225112902558527
polypgen_static_0215,DeepLabV3-R50,0.5661881977671451,0.8815229921053399,0,-0.5417892713157664,1.9262877388383863
polypgen_static_0216,DeepLabV3-R50,0.939198655085458,0.4421652695107403,0,0.5848519599368525,0.23008699709259686
polypgen_static_0217,DeepLabV3-R50,0.8595599545241758,0.3174716910464754,0,0.3443111335461479,-0.2513096630889777
polypgen_static_0218,DeepLabV3-R50,0.957967137944211,0.6641387132748888,1,0.6415403080028814,1.0870459182585905
polypgen_static_0219,DeepLabV3-R50,0.957401645779419,0.1488396147797735,0,0.6398322947922457,-0.9023369197775758
polypgen_static_0220,DeepLabV3-R50,0.9206137424949966,0.7687508094440983,0,0.5287180677286468,1.490915262058708
polypgen_static_0221,DeepLabV3-R50,0.9357883049592894,0.3368728238427558,1,0.5745513343383851,-0.17640892925090607
polypgen_static_0222,DeepLabV3-R50,0.945742307530412,0.2370725219628347,0,0.6046164156051314,-0.5617016813061003
polypgen_static_0223,DeepLabV3-R50,0.9472669695718022,0.6356410372529576,0,0.6092215066578204,0.9770267317948244
polypgen_static_0224,DeepLabV3-R50,0.9727510062003698,0.2305414689225454,0,0.6861935213592609,-0.5869157072389996
polypgen_static_0225,DeepLabV3-R50,0.9035040431266846,0.7428681398142162,0,0.4770399113003745,1.3909916663943243
polypgen_static_0226,DeepLabV3-R50,0.0,0.0421085867629682,0,-2.2519047807818344,-1.31438669056638
polypgen_static_0227,DeepLabV3-R50,0.0,0.6975098476758149,0,-2.2519047807818344,1.2158797591422263
polypgen_static_0228,DeepLabV3-R50,0.6104055714870954,0.2796837335268194,1,-0.40823506286608224,-0.39719525534711336
polypgen_static_0229,DeepLabV3-R50,0.9842436974789917,0.0472657979303823,0,0.7209060598377821,-1.2944765695928626
polypgen_static_0230,DeepLabV3-R50,0.9806677358215484,0.1847862751867595,0,0.7101052209722488,-0.7635599075390225
polypgen_static_0231,DeepLabV3-R50,0.9721468042290862,0.2083352809806107,0,0.6843685890028166,-0.6726457411530979
polypgen_static_0232,DeepLabV3-R50,0.7051570835803201,0.3345052195788866,1,-0.12204748245553908,-0.18554939020563688
polypgen_static_0233,DeepLabV3-R50,0.7823357053160318,0.7208218428067679,0,0.11106291890916122,1.3058789133603084
polypgen_static_0234,DeepLabV3-R50,0.9696490881559024,0.0711825283826553,0,0.6768244843891227,-1.2021427517332146
polypgen_static_0235,DeepLabV3-R50,0.7945602719864007,0.4865246472759253,0,0.1479860146959397,0.40134245841543226
