sample_id,model_state_id,state_row_index,source_dice,a1_dice,delta_dice,adaptation_outcome,harm_label,benefit_label,frozen_safety_probability,frozen_operating_threshold,frozen_risk_flag,center,model_family,training_seed,checkpoint_sha256
polypgen_static_0012,DeepLabV3-R50::20260817,12,0.9147845891060923,0.26198342906521627,-0.6528011600408761,HARM,1,0,0.5010889269742492,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0013,DeepLabV3-R50::20260817,13,0.956271690629648,0.9558415841584158,-0.0004301064712322056,NEUTRAL,0,0,0.1524051509699344,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0014,DeepLabV3-R50::20260817,14,0.0,0.013591573224600747,0.013591573224600747,NEUTRAL,0,0,0.3327100606994967,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0015,DeepLabV3-R50::20260817,15,0.9604158336665334,0.4676023841568929,-0.49281344950964046,HARM,1,0,0.5929226914329044,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0016,DeepLabV3-R50::20260817,16,0.9664420663231602,0.9562712752029328,-0.010170791120227451,NEUTRAL,0,0,0.2197376594291475,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0017,DeepLabV3-R50::20260817,17,0.7984189723320159,0.5456008583690987,-0.2528181139629172,HARM,1,0,0.9253298836971436,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0018,DeepLabV3-R50::20260817,18,0.8820798514391829,0.7639257294429708,-0.11815412199621211,HARM,1,0,0.8832261756073213,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0019,DeepLabV3-R50::20260817,19,0.9351248642779587,0.7911008982661375,-0.14402396601182121,HARM,1,0,0.5737968878756687,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0020,DeepLabV3-R50::20260817,20,0.8794532499636469,0.89681269102023,0.017359441056583047,NEUTRAL,0,0,0.5072103576263813,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0021,DeepLabV3-R50::20260817,21,0.9786857053520246,0.9798496033589731,0.0011638980069484939,NEUTRAL,0,0,0.1047986463966636,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0022,DeepLabV3-R50::20260817,22,0.9258523667659715,0.9156862745098039,-0.010166092256167603,NEUTRAL,0,0,0.8184662774429345,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0023,DeepLabV3-R50::20260817,23,0.42248825579633276,0.16915563069409223,-0.2533326251022405,HARM,1,0,0.8267637866672184,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0024,DeepLabV3-R50::20260817,24,0.9463835912198633,0.9183423675467739,-0.028041223673089366,HARM,1,0,0.5374537194710278,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0025,DeepLabV3-R50::20260817,25,0.9324004916327882,0.8527385463313814,-0.0796619453014068,HARM,1,0,0.7987492558841481,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0026,DeepLabV3-R50::20260817,26,0.9787702377849219,0.9718411136997728,-0.006929124085149119,NEUTRAL,0,0,0.0852022873641446,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0027,DeepLabV3-R50::20260817,27,0.9526476578411406,0.9430235502658901,-0.009624107575250451,NEUTRAL,0,0,0.7704410078114455,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0028,DeepLabV3-R50::20260817,28,0.41475913905022205,0.3417882054533925,-0.07297093359682955,HARM,1,0,0.6624628633999751,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0029,DeepLabV3-R50::20260817,29,0.9534446764091858,0.9546765554182118,0.0012318790090259935,NEUTRAL,0,0,0.4851826050005739,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0030,DeepLabV3-R50::20260817,30,0.9100693952697918,0.9178356713426854,0.0077662760728935964,NEUTRAL,0,0,0.6515124387818191,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0031,DeepLabV3-R50::20260817,31,0.9854043171904708,0.989755312843959,0.004350995653488177,NEUTRAL,0,0,0.0968996190233282,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0032,DeepLabV3-R50::20260817,32,0.0,0.8797225210194718,0.8797225210194718,BENEFIT,0,1,0.5232900816538142,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0033,DeepLabV3-R50::20260817,33,0.6446566142095213,0.5360391086857662,-0.10861750552375504,HARM,1,0,0.2598719269393629,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0034,DeepLabV3-R50::20260817,34,0.8846859924006318,0.9552644192362997,0.07057842683566784,BENEFIT,0,1,0.3904671238147459,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0035,DeepLabV3-R50::20260817,35,0.00019663749877101564,0.002869156566905763,0.0026725190681347473,NEUTRAL,0,0,0.634525771681622,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0036,DeepLabV3-R50::20260817,36,0.8431764492095221,0.8209483368719037,-0.022228112337618344,HARM,1,0,0.5883080595186934,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0037,DeepLabV3-R50::20260817,37,0.9344692005242464,0.9112574474756977,-0.023211753048548722,HARM,1,0,0.8907202483062696,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0038,DeepLabV3-R50::20260817,38,0.9566239316239317,0.9372271876948659,-0.019396743929065763,NEUTRAL,0,0,0.3929251303915351,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0039,DeepLabV3-R50::20260817,39,0.5854591836734694,0.5816821393930997,-0.0037770442803697346,NEUTRAL,0,0,0.4390529701526317,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0040,DeepLabV3-R50::20260817,40,0.8141789537467178,0.7933850129198966,-0.020793940826821178,HARM,1,0,0.692916182322447,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0041,DeepLabV3-R50::20260817,41,0.9701627486437613,0.96800360522758,-0.002159143416181286,NEUTRAL,0,0,0.7765700122550525,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0042,DeepLabV3-R50::20260817,42,0.971391616603414,0.9730273477460274,0.0016357311426133947,NEUTRAL,0,0,0.1338624288096067,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0043,DeepLabV3-R50::20260817,43,0.8914280552795593,0.8807697544592202,-0.010658300820339028,NEUTRAL,0,0,0.556806850177318,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0044,DeepLabV3-R50::20260817,44,0.9763180902421409,0.9801314381782057,0.0038133479360648037,NEUTRAL,0,0,0.0852570999695188,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0045,DeepLabV3-R50::20260817,45,0.9093715417321917,0.9458853472306387,0.03651380549844696,BENEFIT,0,1,0.1314853227376111,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0046,DeepLabV3-R50::20260817,46,0.8688751852383001,0.9048516717928365,0.035976486554536447,BENEFIT,0,1,0.1165621739560316,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0047,DeepLabV3-R50::20260817,47,0.005362649148679448,0.9164746922925031,0.9111120431438237,BENEFIT,0,1,0.2923029184747167,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0048,DeepLabV3-R50::20260817,48,0.9715226622757605,0.9760498859103656,0.004527223634605115,NEUTRAL,0,0,0.076810291248265,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0049,DeepLabV3-R50::20260817,49,0.9573650083204224,0.9374872432412372,-0.01987776507918515,NEUTRAL,0,0,0.0869332502440649,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0050,DeepLabV3-R50::20260817,50,0.949284304047384,0.9277704087784879,-0.02151389526889602,HARM,1,0,0.1072457614286342,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0051,DeepLabV3-R50::20260817,51,0.9699390496479081,0.9664082687338501,-0.003530780914058007,NEUTRAL,0,0,0.0936193635747117,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0052,DeepLabV3-R50::20260817,52,0.9604262533301041,0.8609716177509951,-0.09945463557910905,HARM,1,0,0.0339274814801406,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0053,DeepLabV3-R50::20260817,53,0.7688715953307393,0.12007623888182974,-0.6487953564489096,HARM,1,0,0.9240781105045792,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0054,DeepLabV3-R50::20260817,54,0.9314347020384278,0.9448896804195113,0.013454978381083449,NEUTRAL,0,0,0.1673581094192004,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0055,DeepLabV3-R50::20260817,55,0.4279027902790279,0.23800807693425144,-0.18989471334477645,HARM,1,0,0.3736843472928801,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0056,DeepLabV3-R50::20260817,56,0.881008506713129,0.9280583794203364,0.047049872707207396,BENEFIT,0,1,0.351128164543894,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0057,DeepLabV3-R50::20260817,57,0.3974025974025974,0.4287982071155103,0.031395609712912886,BENEFIT,0,1,0.4225771648778756,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0058,DeepLabV3-R50::20260817,58,0.965490943755958,0.9631284916201117,-0.0023624521358462935,NEUTRAL,0,0,0.763967424212853,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0059,DeepLabV3-R50::20260817,59,0.9801561851586373,0.9737394957983193,-0.006416689360318029,NEUTRAL,0,0,0.1305606835368798,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0060,DeepLabV3-R50::20260817,60,0.9569357705415233,0.9590196078431372,0.002083837301613878,NEUTRAL,0,0,0.035052858494098,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0061,DeepLabV3-R50::20260817,61,0.9866470310250465,0.9862959064975351,-0.0003511245275114039,NEUTRAL,0,0,0.0796153394272106,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0062,DeepLabV3-R50::20260817,62,0.6961433580054538,0.6649305094204246,-0.03121284858502915,HARM,1,0,0.3380001887483311,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0063,DeepLabV3-R50::20260817,63,0.555926434976111,0.9459022786784779,0.3899758437023668,BENEFIT,0,1,0.5581893620217148,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0064,DeepLabV3-R50::20260817,64,0.8547044568538615,0.799184703484422,-0.055519753369439484,HARM,1,0,0.6386701644429489,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0065,DeepLabV3-R50::20260817,65,0.9676748975080766,0.9791184182823894,0.011443520774312876,NEUTRAL,0,0,0.1760024598716901,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0066,DeepLabV3-R50::20260817,66,0.7001570723910827,0.9113913751017088,0.21123430271062604,BENEFIT,0,1,0.5447659116408117,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0067,DeepLabV3-R50::20260817,67,0.9549706872895098,0.9488817891373802,-0.0060888981521296515,NEUTRAL,0,0,0.2498777931545262,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0068,DeepLabV3-R50::20260817,68,0.9082867783985102,0.8936457863902659,-0.014640992008244313,NEUTRAL,0,0,0.8325931791140285,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0069,DeepLabV3-R50::20260817,69,0.8300079808459697,0.02668723486309294,-0.8033207459828767,HARM,1,0,0.9210047213299972,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0070,DeepLabV3-R50::20260817,70,0.9750417213017046,0.7644901756882492,-0.21055154561345546,HARM,1,0,0.0315410091473207,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0071,DeepLabV3-R50::20260817,71,0.8789808917197452,0.13371477007840643,-0.7452661216413388,HARM,1,0,0.911361479364876,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0072,DeepLabV3-R50::20260817,72,0.9306908931057221,0.9295455376403057,-0.0011453554654163867,NEUTRAL,0,0,0.2040661076497024,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0073,DeepLabV3-R50::20260817,73,0.7866428145497913,0.46092203261996795,-0.3257207819298234,HARM,1,0,0.715138479695537,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0074,DeepLabV3-R50::20260817,74,0.9361022364217252,0.03623407210580349,-0.8998681643159216,HARM,1,0,0.9626052751157012,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0075,DeepLabV3-R50::20260817,75,0.9446409349530985,0.9751203557384881,0.030479420785389566,BENEFIT,0,1,0.3362463842050909,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0076,DeepLabV3-R50::20260817,76,0.9542018674966651,0.940118447027857,-0.014083420468808172,NEUTRAL,0,0,0.6338743688353591,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0077,DeepLabV3-R50::20260817,77,0.9620412123979679,0.93054411683962,-0.0314970955583479,HARM,1,0,0.5953317109059344,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0078,DeepLabV3-R50::20260817,78,0.014823965410747375,0.019646365422396856,0.004822400011649481,NEUTRAL,0,0,0.3798992162208664,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0079,DeepLabV3-R50::20260817,79,0.8622327790973872,0.7915194346289752,-0.07071334446841193,HARM,1,0,0.8181821260583043,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0080,DeepLabV3-R50::20260817,80,0.9617167163989588,0.9674895799935876,0.005772863594628808,NEUTRAL,0,0,0.4598616496588046,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0081,DeepLabV3-R50::20260817,81,0.9096762211353928,0.915638629283489,0.005962408148096232,NEUTRAL,0,0,0.4811781797768424,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0082,DeepLabV3-R50::20260817,82,0.0,0.0,0.0,NEUTRAL,0,0,0.0277096555552794,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0083,DeepLabV3-R50::20260817,83,0.9269317483090798,0.9275020508613617,0.0005703025522819649,NEUTRAL,0,0,0.4611674571823509,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0084,DeepLabV3-R50::20260817,84,0.8114485981308411,0.8614218408654226,0.04997324273458148,BENEFIT,0,1,0.2687428252533118,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0085,DeepLabV3-R50::20260817,85,0.0,0.3163871649280338,0.3163871649280338,BENEFIT,0,1,0.4237029637419612,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0086,DeepLabV3-R50::20260817,86,0.9591819148019418,0.9565442466423169,-0.002637668159624962,NEUTRAL,0,0,0.0637731822666809,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0087,DeepLabV3-R50::20260817,87,0.8507248457011626,0.8713418546118541,0.020617008910691514,BENEFIT,0,1,0.1105893030845621,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0088,DeepLabV3-R50::20260817,88,0.9528024551768697,0.9368207650636445,-0.015981690113225144,NEUTRAL,0,0,0.0368615395131624,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0089,DeepLabV3-R50::20260817,89,0.9387861876525986,0.9382461564888774,-0.0005400311637211441,NEUTRAL,0,0,0.6032912882658467,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0090,DeepLabV3-R50::20260817,90,0.9663616126638634,0.9763976189485076,0.010036006284644183,NEUTRAL,0,0,0.1244808958405609,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0091,DeepLabV3-R50::20260817,91,0.9392125259037531,0.9371625502584722,-0.002049975645280977,NEUTRAL,0,0,0.6819659582916094,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0092,DeepLabV3-R50::20260817,92,0.871458127192588,0.5449692215503623,-0.32648890564222566,HARM,1,0,0.658998363595177,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0093,DeepLabV3-R50::20260817,93,0.0,0.39247815230961297,0.39247815230961297,BENEFIT,0,1,0.3937256232500872,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0094,DeepLabV3-R50::20260817,94,0.9521718490386898,0.8968630033570523,-0.05530884568163752,HARM,1,0,0.1834324950300122,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0095,DeepLabV3-R50::20260817,95,0.9065760168796155,0.8380645161290322,-0.06851150075058332,HARM,1,0,0.605189068402907,0.300584763193734,1,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0096,DeepLabV3-R50::20260817,96,0.951165017555059,0.9665475803832413,0.015382562828182289,NEUTRAL,0,0,0.2674946813871835,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0097,DeepLabV3-R50::20260817,97,0.9548108657019548,0.9610422678662366,0.006231402164281752,NEUTRAL,0,0,0.26054479485133,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
polypgen_static_0098,DeepLabV3-R50::20260817,98,0.5672376367426766,0.488689733408962,-0.07854790333371459,HARM,1,0,0.2190998823376318,0.300584763193734,0,C1,DeepLabV3-R50,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2
