feature_row,sample_id,external_case_id,cluster_id,clip_id,source_split_label,frame_member,image_raw_sha256,model_family,model_state_id,training_seed,checkpoint_sha256,state_prediction_npz_relpath,state_row_index,morph_fg_fraction,morph_boundary_density,frozen_safety_probability,frozen_operating_threshold,frozen_risk_flag
23,testeasydataset/unseen/case12_1/case_m_20181211093229_0u62367121175028_1_002_002-1_a3_ayy_image0089,SUNSEG_case12,case12,case12_1,Easy-Unseen,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case12_1/case_M_20181211093229_0U62367121175028_1_002_002-1_a3_ayy_image0089.jpg,2974284d963ba3642ec95d5df41668d35f5f6604bae6eefd79234f331a1a5d92,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,63,0.27060466167355374,0.004042832167832168,0.06440756687619623,0.300584763193734,0
24,testeasydataset/unseen/case12_3/case_m_20181211093229_0u62367121175028_1_002_002-1_a11_ayy_image0045,SUNSEG_case12,case12,case12_3,Easy-Unseen,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case12_3/case_M_20181211093229_0U62367121175028_1_002_002-1_a11_ayy_image0045.jpg,d583c19424f80eb260503b57346de4761f7be1aac10fcea50039a0c3693c9066,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,65,0.08555817407024793,0.0019425019425019425,0.06677726699690503,0.300584763193734,0
25,testeasydataset/unseen/case12_3/case_m_20181211093229_0u62367121175028_1_002_002-1_a11_ayy_image0060,SUNSEG_case12,case12,case12_3,Easy-Unseen,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case12_3/case_M_20181211093229_0U62367121175028_1_002_002-1_a11_ayy_image0060.jpg,2c5e518059ff21457e44dca2d5ca1bd1d3f80a205fc2cc3863ec022b3166c6e2,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,76,0.08507392820247933,0.0019344081844081843,0.06367407671692088,0.300584763193734,0
26,testeasydataset/unseen/case12_3/case_m_20181211093229_0u62367121175028_1_002_002-1_a11_ayy_image0079,SUNSEG_case12,case12,case12_3,Easy-Unseen,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case12_3/case_M_20181211093229_0U62367121175028_1_002_002-1_a11_ayy_image0079.jpg,27f5c17968b2f4844530dfb5164feb9b204d8e5d06fb500776cb6b88c8d38a0e,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,62,0.09697830578512397,0.0020477207977207977,0.06735336846677062,0.300584763193734,0
27,testeasydataset/unseen/case12_3/case_m_20181211093229_0u62367121175028_1_002_002-1_a11_ayy_image0103,SUNSEG_case12,case12,case12_3,Easy-Unseen,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case12_3/case_M_20181211093229_0U62367121175028_1_002_002-1_a11_ayy_image0103.jpg,829944a9b57ed7a6680d1a660a83e5d5e2ba89af15b45d661766e8ce4fff08a9,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,77,0.12160220816115702,0.0022986272986272984,0.039682499016546184,0.300584763193734,0
28,testeasydataset/unseen/case13_1/case_m_20190107094528_0u62367010726528_1_002_002-1_a3_ayy_image0018,SUNSEG_case13,case13,case13_1,Easy-Unseen,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case13_1/case_M_20190107094528_0U62367010726528_1_002_002-1_a3_ayy_image0018.jpg,0308b8689eed7699d90fdd5fc9565e2b4b49be6e8748a74230c827d23b9d90c9,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,98,0.0402811854338843,0.003286065786065786,0.21466486314085098,0.300584763193734,0
29,testeasydataset/unseen/case13_1/case_m_20190107094528_0u62367010726528_1_002_002-1_a3_ayy_image0037,SUNSEG_case13,case13,case13_1,Easy-Unseen,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case13_1/case_M_20190107094528_0U62367010726528_1_002_002-1_a3_ayy_image0037.jpg,acb92d94606235447979303ca6a4b12eba522456a7f85e4487a5b36705da0cfd,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,96,0.004334000516528926,0.0004977661227661228,0.3906148349450448,0.300584763193734,1
30,testeasydataset/unseen/case13_1/case_m_20190107094528_0u62367010726528_1_002_002-1_a3_ayy_image0038,SUNSEG_case13,case13,case13_1,Easy-Unseen,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case13_1/case_M_20190107094528_0U62367010726528_1_002_002-1_a3_ayy_image0038.jpg,79e9dda63acffd382321129c862d3d61e1cfa4df5151ffed5b71015e3cfd15b4,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,88,0.0034865702479338844,0.0006475006475006476,0.36679174375929613,0.300584763193734,1
31,testeasydataset/unseen/case13_1/case_m_20190107094528_0u62367010726528_1_002_002-1_a3_ayy_image0041,SUNSEG_case13,case13,case13_1,Easy-Unseen,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case13_1/case_M_20190107094528_0U62367010726528_1_002_002-1_a3_ayy_image0041.jpg,0744da486bd9120059535458ec3cd3b760212a2b08e217cdc41463d550a7d0e1,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,92,0.005310563016528926,0.0007486726236726237,0.17838455849305115,0.300584763193734,0
32,testeasydataset/unseen/case13_1/case_m_20190107094528_0u62367010726528_1_002_002-1_a3_ayy_image0062,SUNSEG_case13,case13,case13_1,Easy-Unseen,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case13_1/case_M_20190107094528_0U62367010726528_1_002_002-1_a3_ayy_image0062.jpg,02c60375ac78b36a410a2770a5159b3eb1b95d8fb9735b1f16e3d60f4c441b2d,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,99,0.06936822055785125,0.002577861952861953,0.27376910472170557,0.300584763193734,0
33,testeasydataset/unseen/case13_3/case_m_20190107094528_0u62367010726528_1_002_001-1_a7_ayy_image0014,SUNSEG_case13,case13,case13_3,Easy-Unseen,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case13_3/case_M_20190107094528_0U62367010726528_1_002_001-1_a7_ayy_image0014.jpg,5d29152e1a205c062ed44aefb373b1c14bc3974df8378386c99814115b6e5779,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,89,0.02162157799586777,0.0010602823102823103,0.23754240363084975,0.300584763193734,0
34,testeasydataset/unseen/case13_3/case_m_20190107094528_0u62367010726528_1_002_001-1_a7_ayy_image0043,SUNSEG_case13,case13,case13_3,Easy-Unseen,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case13_3/case_M_20190107094528_0U62367010726528_1_002_001-1_a7_ayy_image0043.jpg,5f74b9ecf6f8c6a8fb31d86cfc2244c9cfcf654f33d700dd9334868f7e761c3b,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,84,0.024115444214876033,0.001044094794094794,0.3390485765369952,0.300584763193734,1
35,testeasydataset/unseen/case13_3/case_m_20190107094528_0u62367010726528_1_002_001-1_a7_ayy_image0050,SUNSEG_case13,case13,case13_3,Easy-Unseen,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case13_3/case_M_20190107094528_0U62367010726528_1_002_001-1_a7_ayy_image0050.jpg,a939b86c599743052952ee42cf1bcd0a2aeb0401059165676d47260e5dd0e9f5,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,91,0.04877970041322314,0.0015620953120953122,0.14185685730953196,0.300584763193734,0
36,testeasydataset/unseen/case13_3/case_m_20190107094528_0u62367010726528_1_002_001-1_a7_ayy_image0070,SUNSEG_case13,case13,case13_3,Easy-Unseen,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case13_3/case_M_20190107094528_0U62367010726528_1_002_001-1_a7_ayy_image0070.jpg,cc073495dc981c47c836c513823aed4ed53c4335aee15a1c7a9ebcb61f9b4045,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,83,0.1083984375,0.0018332362082362085,0.1502588888539423,0.300584763193734,0
37,testeasydataset/unseen/case13_3/case_m_20190107094528_0u62367010726528_1_002_001-1_a7_ayy_image0077,SUNSEG_case13,case13,case13_3,Easy-Unseen,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case13_3/case_M_20190107094528_0U62367010726528_1_002_001-1_a7_ayy_image0077.jpg,54f7c2acde1f585371cb037f3b0038968e79bdce10c5fe8226dabc5585817316,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,93,0.07170067148760331,0.002063908313908314,0.15803775382791835,0.300584763193734,0
38,testeasydataset/unseen/case13_3/case_m_20190107094528_0u62367010726528_1_002_001-1_a7_ayy_image0145,SUNSEG_case13,case13,case13_3,Easy-Unseen,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case13_3/case_M_20190107094528_0U62367010726528_1_002_001-1_a7_ayy_image0145.jpg,dbb9940de522b2fce26ddaa12ed0787010534b65b40e89c1ae73c8bb53c35d87,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,95,0.049473786157024795,0.0015297202797202797,0.20780846110352652,0.300584763193734,0
