sample_id,model_state_id,delta_dice,harm,benefit,SOURCE_STATE,SOURCE_PLUS_SIMPLE_MASK_CHANGE,FROZEN_FULL_TRANSITION_SAFETTA,pred_dice,pred_iou,area_delta,boundary_delta,CHANGE_MAGNITUDE_ONLY,CHANGE_MAGNITUDE_IOU_ONLY,magnitude_stratum
polypgen_static_0028,DeepLabV3-R50::20260817,-0.0029366279004752,0,0,0.7060545538122367,0.8754518211699222,0.88130706013022,0.8181274662202559,0.6922298664508296,0.012275632747933883,0.00067987567987568,0.1818725337797441,0.3077701335491704,4
polypgen_static_0029,DeepLabV3-R50::20260817,-0.0003979318348953,0,0,0.3745635210773779,0.0511002747574982,0.1282103597550636,0.9995916700694161,0.9991836734693877,3.2283057851238695e-05,0.0,0.0004083299305839283,0.0008163265306122547,1
polypgen_static_0030,DeepLabV3-R50::20260817,0.0011614612248196,0,0,0.4712808222123759,0.1067286394083457,0.1116515172130027,0.9988276670574443,0.9976580796252927,-7.26368801652888e-05,-8.09375809375794e-06,0.0011723329425556983,0.0023419203747072626,1
polypgen_static_0031,DeepLabV3-R50::20260817,0.0009913831790286,0,0,0.1442580742463254,0.0320615328308769,0.0612030773661277,0.9987275946005754,0.9974584231172993,-0.0003228305785124008,-8.093758093757723e-06,0.0012724053994246365,0.0025415768827007357,1
polypgen_static_0032,DeepLabV3-R50::20260817,0.0167686381146612,0,0,0.536436743067103,0.8911496287949852,0.1319159588917327,0.7420560747663552,0.5898959881129272,0.003922391528925619,0.0007324851074851075,0.25794392523364484,0.4101040118870728,4
polypgen_static_0033,DeepLabV3-R50::20260817,0.0210723419274755,0,1,0.4654255659976192,0.3487366680154002,0.4653086335220606,0.9642438631708734,0.9309564567223502,-0.021847559400826444,-0.00010521885521885561,0.035756136829126595,0.06904354327764983,3
polypgen_static_0034,DeepLabV3-R50::20260817,0.0391254914437806,0,1,0.4788205241411939,0.3394518876640772,0.20648750982247,0.9602840729180803,0.9236023493582771,0.014075413223140487,0.00015782828282828298,0.03971592708191973,0.07639765064172288,3
polypgen_static_0035,DeepLabV3-R50::20260817,-0.000196637498771,0,0,0.4861370242646611,0.0230800781539051,0.9937372167360912,0.0,0.0,-8.070764462809918e-06,-1.618751618751619e-05,1.0,1.0,4
polypgen_static_0036,DeepLabV3-R50::20260817,0.017357675419558,0,0,0.5691390543384715,0.1485581346503152,0.1583652871507135,0.9672262190247801,0.9365325077399381,-0.0017917097107437996,-0.00018210955710955701,0.03277378097521988,0.06346749226006188,3
polypgen_static_0037,DeepLabV3-R50::20260817,-0.0030870867031081,0,0,0.746753003556094,0.1784798110927083,0.4945342239848601,0.992755905511811,0.9856160100062539,0.00018562758264462943,0.0,0.007244094488188968,0.014383989993746127,2
polypgen_static_0038,DeepLabV3-R50::20260817,-0.0010376072017355,0,0,0.4163221707553017,0.1954583372355299,0.2398240194750516,0.9970186079983551,0.9940549405494055,0.0002340521694214892,0.0,0.0029813920016449336,0.0059450594505945364,1
polypgen_static_0039,DeepLabV3-R50::20260817,-4.887702563594054e-05,0,0,0.4568468458112528,0.0852587392956712,0.1783044089060212,0.9986510472133475,0.9973057288712422,-4.03538223140501e-05,0.0,0.0013489527866524798,0.0026942711287577525,1
polypgen_static_0040,DeepLabV3-R50::20260817,0.0066568790867155,0,0,0.5493523673401263,0.0520955533935192,0.1941734323734512,0.9890877346137058,0.9784110535405872,0.0008070764462809951,7.689070189070184e-05,0.010912265386294195,0.021588946459412783,2
polypgen_static_0041,DeepLabV3-R50::20260817,-0.0018968439964458,0,0,0.5927621258494906,0.1739666954641414,0.3265297366412936,0.9980862652730752,0.9961798413164854,0.00010491993801653096,0.0,0.0019137347269247984,0.003820158683514596,1
polypgen_static_0042,DeepLabV3-R50::20260817,0.0005518956531997,0,0,0.1739654298738969,0.1225747576225941,0.1272800713502733,0.9988366682177757,0.9976760399721125,-0.0004519628099173556,0.0,0.001163331782224275,0.002323960027887484,1
polypgen_static_0043,DeepLabV3-R50::20260817,-0.0009923293710436,0,0,0.4928155309584665,0.0835186974722628,0.1874326675880585,0.998238747553816,0.9964836882203555,-0.0001452737603305776,0.0,0.0017612524461839696,0.00351631177964451,1
polypgen_static_0044,DeepLabV3-R50::20260817,0.0012010242163779,0,0,0.1327890478643815,0.0710675106885557,0.1091511756526252,0.9981301421091997,0.996267263904442,-0.0001452737603305776,-8.093758093758157e-06,0.0018698578908002972,0.0037327360955580202,1
polypgen_static_0045,DeepLabV3-R50::20260817,0.0440748895684349,0,1,0.21162095206626,0.135872076540125,0.0533289865209906,0.9541068881617585,0.9122412963260067,-0.013098850723140487,-0.0002832815332815333,0.04589311183824152,0.0877587036739933,3
polypgen_static_0046,DeepLabV3-R50::20260817,0.0169517780997396,0,0,0.2075310125387093,0.0541113991397012,0.0704624012176036,0.9819749892194911,0.9645882751609623,-0.003066890495867766,-0.00021853146853146894,0.018025010780508888,0.03541172483903765,2
polypgen_static_0047,DeepLabV3-R50::20260817,0.3882443705943478,0,1,0.2817671970429147,0.8407499650043424,0.0025771770231696,0.3134134459240013,0.1858270749085307,0.03412319214876033,0.0026142838642838643,0.6865865540759988,0.8141729250914693,4
polypgen_static_0048,DeepLabV3-R50::20260817,0.0002863463583807,0,0,0.1537978927596847,0.0609328830201556,0.1495103256411803,0.9988363268403744,0.9976753588033151,-0.00013720299586778006,-8.093758093758157e-06,0.0011636731596256222,0.0023246411966848513,1
polypgen_static_0049,DeepLabV3-R50::20260817,0.0004379959222103,0,0,0.1413404358297563,0.0578332754343606,0.0859975191558084,0.9983094310950708,0.9966245685895248,0.000363184400826444,8.093758093758157e-06,0.001690568904929246,0.003375431410475249,1
polypgen_static_0050,DeepLabV3-R50::20260817,-0.009380702330925,0,0,0.2236942138331571,0.1289288756970122,0.2179597041493687,0.9888415025997547,0.9779292812572221,0.004414708161157049,0.0005018130018130018,0.011158497400245326,0.022070718742777884,2
polypgen_static_0051,DeepLabV3-R50::20260817,0.0012182203817654,0,0,0.1106314851083629,0.0511792471537634,0.0609551381669763,0.9968125181106926,0.9936452917388793,-0.0007909349173553515,0.0,0.0031874818893073975,0.006354708261120723,1
polypgen_static_0052,DeepLabV3-R50::20260817,0.0002283709239832,0,0,0.0724609467060136,0.2318254374182158,0.0687661972729955,0.9980626513553629,0.9961327948354098,-0.0015818698347106475,1.6187516187516314e-05,0.0019373486446371269,0.0038672051645901595,1
polypgen_static_0053,DeepLabV3-R50::20260817,0.0017847753256312,0,0,0.8263804154530363,0.1219858464687976,0.4754775073294374,0.9912280701754386,0.9826086956521739,8.070764462809934e-05,8.093758093758103e-06,0.00877192982456143,0.017391304347826098,2
polypgen_static_0054,DeepLabV3-R50::20260817,0.0023679771441281,0,0,0.1560371021117912,0.0555043346695895,0.0470445193412977,0.9972552607502287,0.9945255474452555,-0.00020983987603306192,-8.093758093758157e-06,0.0027447392497712553,0.005474452554744547,1
polypgen_static_0055,DeepLabV3-R50::20260817,0.090103211721639,0,1,0.4466011865469145,0.6614254541480562,0.2645157065381499,0.8515415549597856,0.7414648380507732,0.007150697314049586,0.0004937192437192439,0.14845844504021444,0.25853516194922677,4
polypgen_static_0056,DeepLabV3-R50::20260817,0.0352154208744349,0,1,0.5266859671659255,0.3792973705974814,0.3953337856875827,0.9563314114883622,0.9163171355498722,0.013139204545454558,-0.0001861564361564363,0.043668588511637796,0.08368286445012785,3
polypgen_static_0057,DeepLabV3-R50::20260817,-0.0195315181237631,0,0,0.4555507274581709,0.107181579845713,0.2720937494615051,0.9678872649169679,0.9377728149426454,0.004818246384297509,8.09375809375807e-05,0.03211273508303214,0.062227185057354584,3
polypgen_static_0058,DeepLabV3-R50::20260817,-0.0022891228151386,0,0,0.5834766824589431,0.1428240505130145,0.1739895456868004,0.9929777946479408,0.9860535243120995,0.0002179106404958664,8.093758093758049e-06,0.007022205352059219,0.013946475687900528,2
polypgen_static_0059,DeepLabV3-R50::20260817,-0.0002673905115729,0,0,0.21572701742895,0.0775044714161038,0.1006182487028428,0.9989687435546473,0.9979396118978048,0.00033090134297519835,4.046879046879295e-06,0.001031256445352735,0.002060388102195221,1
polypgen_static_0060,DeepLabV3-R50::20260817,0.0013921197262755,0,0,0.0863323277536508,0.0780410217242109,0.085472820224274,0.9980965564976639,0.9962003454231434,-0.0007021565082644399,-1.6187516187516314e-05,0.0019034435023360663,0.0037996545768566037,1
polypgen_static_0061,DeepLabV3-R50::20260817,0.0001162497431678,0,0,0.1646925045651537,0.1683965452104555,0.1892810068681726,0.9973318231815558,0.9946778468088804,-0.001476949896694224,-0.00010521885521885561,0.0026681768184442234,0.005322153191119616,1
polypgen_static_0062,DeepLabV3-R50::20260817,-0.0078116742927076,0,0,0.4628387932347627,0.0899591132841779,0.3679543596613419,0.989930188280093,0.9800611569555565,0.003502711776859513,-8.09375809375807e-05,0.010069811719906951,0.01993884304444349,2
polypgen_static_0063,DeepLabV3-R50::20260817,0.0580458806117309,0,1,0.8236813461735948,0.3308343620949755,0.5294583432395398,0.9161715851499794,0.8453105423304099,-0.02331643853305787,-0.0009793447293447288,0.08382841485002057,0.15468945766959008,3
polypgen_static_0064,DeepLabV3-R50::20260817,-0.0035071338380715,0,0,0.5514479094111663,0.1017194948010587,0.2434843222034465,0.9927394034536892,0.9855834794467173,0.0005810950413223104,8.093758093758157e-06,0.007260596546310838,0.014416520553282686,2
polypgen_static_0065,DeepLabV3-R50::20260817,0.0051430339194094,0,0,0.2353326629622796,0.1371299224723505,0.1144794007529879,0.9946531951768133,0.9893632629107981,-0.0023082386363636465,0.00011331261331261333,0.005346804823186724,0.010636737089201875,1
polypgen_static_0066,DeepLabV3-R50::20260817,0.0427957159401694,0,1,0.6211353446290498,0.5235130861153208,0.4122009853004788,0.9515051368632804,0.907496231327943,0.010895532024793389,0.0008174695674695674,0.04849486313671958,0.09250376867205701,3
polypgen_static_0067,DeepLabV3-R50::20260817,9.063052383462278e-05,0,0,0.3100033365117007,0.1185855071785175,0.1728799270749603,0.9990140497904856,0.9980300418616105,3.2283057851231756e-05,0.0,0.000985950209514419,0.001969958138389516,1
polypgen_static_0068,DeepLabV3-R50::20260817,-0.0007977916143693,0,0,0.7072948192349131,0.2046812286234618,0.2465515394628578,0.9962694755321484,0.9925666812418015,0.00013720299586776966,8.093758093758049e-06,0.0037305244678516036,0.007433318758198526,1
polypgen_static_0069,DeepLabV3-R50::20260817,-0.0052657128047326,0,0,0.7615286723757557,0.1362356294302278,0.4470628453778056,0.994572591587517,0.9892037786774629,6.456611570247912e-05,0.0,0.005427408412483015,0.010796221322537103,1
polypgen_static_0070,DeepLabV3-R50::20260817,0.0001666135831247,0,0,0.0455544760176593,0.2637352498580586,0.0422496081650441,0.9987211047289555,0.9974454764260295,0.0004438920454544748,2.0234395234394742e-05,0.0012788952710445223,0.0025545235739704575,1
polypgen_static_0071,DeepLabV3-R50::20260817,0.0058320209728446,0,0,0.6688725467478822,0.1920932465208813,0.2753650625967056,0.9801462904911181,0.9610655737704918,0.0004600335743801653,1.6187516187516206e-05,0.019853709508881878,0.03893442622950816,3
polypgen_static_0072,DeepLabV3-R50::20260817,0.0017613829588888,0,0,0.2732769466967076,0.0890745872017588,0.1428846890564399,0.9976575809199318,0.9953261100488634,-0.00046810433884296454,0.0,0.002342419080068159,0.0046738899511366006,1
polypgen_static_0073,DeepLabV3-R50::20260817,0.0037465806449062,0,0,0.6303497419396441,0.1005414782769948,0.2559575963741971,0.9908335720423948,0.981833664490491,0.0005165289256198365,-4.04687904687897e-06,0.00916642795760525,0.01816633550950897,2
polypgen_static_0074,DeepLabV3-R50::20260817,-0.0062362001727102,0,0,0.8110023779149063,0.3553781047546119,0.5261373329032027,0.9859154929577465,0.9722222222222222,0.0001372029958677688,1.618751618751615e-05,0.014084507042253502,0.02777777777777779,2
polypgen_static_0075,DeepLabV3-R50::20260817,0.0143441057588877,0,0,0.3914999524461108,0.0894088482920809,0.199922664252756,0.9844424211234709,0.9693615030794418,0.0031718104338843006,-0.00011331261331261333,0.015557578876529088,0.0306384969205582,2
polypgen_static_0076,DeepLabV3-R50::20260817,-0.002327837778324,0,0,0.4858256535227107,0.1123650521166816,0.2613972606300821,0.9976630550244316,0.9953370072064434,8.877840909090814e-05,0.0,0.002336944975568356,0.004662992793556642,1
polypgen_static_0077,DeepLabV3-R50::20260817,-0.0006492751716075,0,0,0.5295257345710237,0.0516836769799034,0.1979486343967132,0.9961325966850829,0.992294991744634,0.0005488119834710786,-8.093758093758157e-06,0.003867403314917084,0.007705008255366019,1
polypgen_static_0078,DeepLabV3-R50::20260817,-0.0035675005491714,0,0,0.5461152473088189,0.6978602808488517,0.43326160572889,0.8452456061288869,0.7319700280986575,0.013857502582644635,-0.0004937192437192441,0.15475439387111312,0.2680299719013425,4
polypgen_static_0079,DeepLabV3-R50::20260817,-0.0128750523554642,0,0,0.5957699231753546,0.1544598037258304,0.2867109128214815,0.984323733138899,0.9691313711414213,0.0003470428719008264,8.093758093758157e-06,0.015676266861101018,0.03086862885857866,2
polypgen_static_0080,DeepLabV3-R50::20260817,-0.0003563966222949,0,0,0.4844507133821741,0.04189866361366,0.182237248853255,0.9985299522234473,0.9970642201834863,8.070764462808633e-05,4.0468790468790785e-06,0.0014700477765526854,0.0029357798165137172,1
polypgen_static_0081,DeepLabV3-R50::20260817,0.0005508406724399,0,0,0.4869152656367878,0.0451123019559283,0.1941727957613517,0.9991379310344828,0.9982773471145564,8.07076446281002e-05,0.0,0.0008620689655172153,0.0017226528854435985,1
polypgen_static_0082,DeepLabV3-R50::20260817,0.0,0,0,0.0379961802459704,0.0003291194734823,0.0203720604859258,1.0,1.0,0.0,0.0,0.0,0.0,1
polypgen_static_0083,DeepLabV3-R50::20260817,-0.0023137690583003,0,0,0.4529668914784938,0.0811417302361511,0.3195726796196728,0.9975683021027035,0.995148401826484,0.00041160898760331244,-4.0468790468790785e-06,0.00243169789729647,0.004851598173515992,1
polypgen_static_0084,DeepLabV3-R50::20260817,-0.0004634194037269,0,0,0.3507012032904698,0.0708844857783382,0.2375479819469666,0.9938815302897869,0.9878374766105319,0.0013720299586776896,-2.0234395234395176e-05,0.006118469710213126,0.012162523389468105,1
polypgen_static_0085,DeepLabV3-R50::20260817,0.0492780197112078,0,1,0.3976611235436881,0.2233101016315715,0.0062859399960622,0.09195402298850575,0.04819277108433735,0.002550361570247934,0.00033993783993784,0.9080459770114943,0.9518072289156626,4
polypgen_static_0086,DeepLabV3-R50::20260817,0.0004686197422586,0,0,0.1331545380498748,0.0699833418407817,0.0958220677105726,0.9983556757058053,0.9967167501391208,-0.0001372029958677523,-8.093758093758157e-06,0.001644324294194699,0.003283249860879245,1
polypgen_static_0087,DeepLabV3-R50::20260817,0.0099481683260196,0,0,0.2603671690113787,0.0771466830426099,0.1229834479370812,0.9877963367786574,0.9758869412060723,-0.004237151342975198,-8.09375809375859e-06,0.012203663221342587,0.024113058793927666,2
polypgen_static_0088,DeepLabV3-R50::20260817,-0.0013492866869997,0,0,0.07979758549107,0.0286937478468965,0.0694361665527223,0.9972181312387498,0.9944516971279374,-0.000460033574380167,0.0,0.0027818687612501947,0.005548302872062649,1
polypgen_static_0089,DeepLabV3-R50::20260817,0.0004018241961555,0,0,0.5387608876807308,0.1059961306199862,0.1995799417344412,0.9989086940705711,0.9978197674418605,8.07076446281002e-05,0.0,0.001091305929428854,0.0021802325581394832,1
polypgen_static_0090,DeepLabV3-R50::20260817,0.0010955950078214,0,0,0.1701595691653518,0.0728037270542429,0.1227815787780167,0.9979502431574294,0.9959088721321996,-0.00010491993801653443,-1.618751618751588e-05,0.0020497568425705825,0.004091127867800415,1
polypgen_static_0091,DeepLabV3-R50::20260817,-0.0024804097021225,0,0,0.5162084578170715,0.1503021195495,0.2023872602880865,0.9975100140738336,0.9950323974082074,0.0001856275826446277,0.0,0.002489985926166449,0.00496760259179263,1
polypgen_static_0092,DeepLabV3-R50::20260817,-0.0172220282625756,0,0,0.6044728582698495,0.1313833378911579,0.3012976997495449,0.9673641608542151,0.9367911941294196,0.002300167871900828,0.00025900025900025886,0.03263583914578494,0.06320880587058042,3
polypgen_static_0093,DeepLabV3-R50::20260817,0.504844335357189,0,1,0.393748567765765,0.959548522933483,0.087910507793058,0.6673464185572267,0.5007651109410864,0.021032412190082644,0.0015620953120953122,0.33265358144277335,0.49923488905891356,4
polypgen_static_0094,DeepLabV3-R50::20260817,0.0053087437630039,0,0,0.2756018074061183,0.1748692054404877,0.1689260003008182,0.991171124383277,0.9824967824967825,0.004907024793388448,-0.000267094017094017,0.008828875616722964,0.017503217503217483,2
polypgen_static_0095,DeepLabV3-R50::20260817,-0.0077934081839633,0,0,0.5140132261282707,0.1148421072795943,0.2495510928035294,0.9894691596819256,0.9791578051892812,0.0007586518595041336,1.6187516187516314e-05,0.010530840318074386,0.020842194810718806,2
polypgen_static_0096,DeepLabV3-R50::20260817,0.0049612531779532,0,0,0.3412205499185559,0.0987402335605856,0.0818066264643785,0.9939474764054165,0.987967778117671,-0.0008716425619834794,-6.475006475006482e-05,0.006052523594583525,0.012032221882328997,1
polypgen_static_0097,DeepLabV3-R50::20260817,0.0007202201865764,0,0,0.3237578989183924,0.0587901139384616,0.1680786114170905,0.9986137160564299,0.9972312703583062,-0.00017755681818180935,-8.093758093758157e-06,0.001386283943570099,0.0027687296416938345,1
polypgen_static_0098,DeepLabV3-R50::20260817,0.1218158676685391,0,1,0.5451160205360767,0.9100653170546352,0.511803276830477,0.8633602605047279,0.7595724753457109,0.07044163223140493,0.0010967042217042214,0.13663973949527208,0.24042752465428907,4
polypgen_static_0099,DeepLabV3-R50::20260817,0.0003677538850493,0,0,0.1395292220644652,0.1815533569359551,0.1202750185214023,0.9954015771297715,0.9908452516636641,-0.003857825413223104,0.00014568764568764596,0.004598422870228491,0.009154748336335894,1
polypgen_static_0100,DeepLabV3-R50::20260817,0.0021219472403003,0,0,0.1614540402079253,0.1078088790193597,0.1347941095795223,0.9970405617129925,0.9940985882897477,-0.0014446668388429784,8.90313390313393e-05,0.0029594382870075098,0.005901411710252269,1
polypgen_static_0101,DeepLabV3-R50::20260817,-0.00161073392225,0,0,0.2876384514493426,0.0901377857046462,0.0822695539329062,0.9980605698940773,0.9961286480047647,0.00010491993801653096,0.0,0.0019394301059226793,0.0038713519952352504,1
polypgen_static_0102,DeepLabV3-R50::20260817,-0.0438464155002712,1,0,0.638124561591927,0.2332959951654139,0.3719180607156161,0.9345008756567426,0.8770545693622617,0.007546164772727272,0.0004694379694379692,0.06549912434325744,0.12294543063773833,3
polypgen_static_0103,DeepLabV3-R50::20260817,0.0001582305672743,0,0,0.384824281857726,0.0657400383422066,0.1279120138656332,0.9962532545881755,0.9925344805769961,-4.035382231405704e-05,-4.046879046879295e-06,0.0037467454118245147,0.007465519423003886,1
polypgen_static_0104,DeepLabV3-R50::20260817,-0.0004088857173225,0,0,0.2872185325179052,0.086354809253506,0.1566281017301433,0.9986346096764619,0.9972729428503676,7.26368801652888e-05,0.0,0.001365390323538107,0.0027270571496323948,1
polypgen_static_0105,DeepLabV3-R50::20260817,-0.0015946640765568,0,0,0.3777190376990846,0.1140788210831115,0.1609201597343613,0.9977348434377082,0.9954799255517149,0.0001936983471074391,1.2140637140637235e-05,0.002265156562291759,0.004520074448285061,1
polypgen_static_0106,DeepLabV3-R50::20260817,-0.0012810718693071,0,0,0.5456755727916548,0.1084515832497995,0.2395867082463071,0.9987096774193548,0.9974226804123711,4.035382231404837e-05,0.0,0.001290322580645209,0.002577319587628857,1
polypgen_static_0107,DeepLabV3-R50::20260817,0.0009459703564265,0,0,0.677307170585435,0.1343343399860028,0.3115502427448179,0.9916238854363686,0.9833869239013934,0.0002501936983471068,8.093758093758157e-06,0.00837611456363141,0.016613076098606627,2
polypgen_static_0108,DeepLabV3-R50::20260817,-0.0027239077942217,0,0,0.5741367259118021,0.1466018258798184,0.3031013099438527,0.9972586049345111,0.9945321992709599,7.26368801652888e-05,0.0,0.002741395065488872,0.005467800729040073,1
polypgen_static_0109,DeepLabV3-R50::20260817,0.0470840970715087,0,1,0.8003817147760285,0.7089235112067672,0.1902797628233806,0.8842538190364277,0.7925223802001053,0.0031798811983471086,0.00012140637140637149,0.11574618096357225,0.20747761979989465,4
polypgen_static_0110,DeepLabV3-R50::20260817,0.0360674575767431,0,1,0.6225721476606555,0.322361134434882,0.0579967159179107,0.9624955563455385,0.9277025869453487,-0.003309013429752067,-0.00016592204092204092,0.03750444365446148,0.07229741305465132,3
polypgen_static_0111,DeepLabV3-R50::20260817,0.0,0,0,0.0429491655790879,0.0003663739626358,0.0255386781524624,1.0,1.0,0.0,0.0,0.0,0.0,1
