sample_id,image_path,gt_path,image_raw_sha256,image_rgb_pixel_sha256,eligible_confirmatory,exclusion_reason,gt_pixels_decoded
NeoPolyp::025ba0e3b6d0bf0b5633059989805234,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\025ba0e3b6d0bf0b5633059989805234.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\025ba0e3b6d0bf0b5633059989805234.jpeg,a823d8681dbcfc04b13740d6ca830e64f0698c03df48d1bce2ed730d71616255,12ed16a83f7c0949a63a789a5405fe2a1d1287cc9435e136f190dc44a0dae8b6,1,,0
NeoPolyp::02b296cc5cfd263f1f90be2879923502,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\02b296cc5cfd263f1f90be2879923502.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\02b296cc5cfd263f1f90be2879923502.jpeg,d00a04a29a5c66f4301bd98a094d6144d10250b6f8fd5f4a7c2a0382f3717951,65d19900a46b421c87a2a419fbfed95406c940012a8921a6ff1f486424cf57a7,1,,0
NeoPolyp::0317371a966bf4b3466463a3c64db170,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\0317371a966bf4b3466463a3c64db170.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\0317371a966bf4b3466463a3c64db170.jpeg,b9d633d436c794f3a6c691185f9a2a9a79c4d2fd0a097b951ea0c30e8b95b738,50dc66e272da66e3d84c8f2f60383bcf9ff20c3659ae4904c98091d41b180bfb,1,,0
NeoPolyp::033c03b0af70cc0f6d32b726342865f6,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\033c03b0af70cc0f6d32b726342865f6.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\033c03b0af70cc0f6d32b726342865f6.jpeg,35cb2a5dffde6dc0b62fa38ec41228712d67c3bc964ceed400041abeaabace7d,ad953b8d375a86a91e1433e6e8043539e5519f7b0cf23ab1ae4a27a7fe6a5678,1,,0
NeoPolyp::0351267e98bd886544a2a98ee309ce76,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\0351267e98bd886544a2a98ee309ce76.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\0351267e98bd886544a2a98ee309ce76.jpeg,983cd64de197497ab28b94d105b7573b3ae3228c50d5103a33de7fcbcae4c11f,150176cedf666dd3c81de4ebb25043b0b6c20bed319ea46f7c4fbcf257704021,1,,0
NeoPolyp::03983064a3eb4d49033c03b0af70cc0f,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\03983064a3eb4d49033c03b0af70cc0f.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\03983064a3eb4d49033c03b0af70cc0f.jpeg,3b74c20cc84182fd2fb8b07031c237ad1b9bfa9771027321efaa4b9422940021,b99964dc76faacc970fb972183250e3bfef07610479e0cf796a6a02d418460de,1,,0
NeoPolyp::03d2cbbcfa4baf3866269959350e7998,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\03d2cbbcfa4baf3866269959350e7998.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\03d2cbbcfa4baf3866269959350e7998.jpeg,cc184ae1b9ddfeb8d93d11732735a7a956edc8dc5d4114c9bb6b900c5cada11a,5bd1bef1008004efabe6cead4b89a5a19553e755a0c684de38a4d3913272172f,1,,0
NeoPolyp::03f909df7cd066b37f538abe9de67869,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\03f909df7cd066b37f538abe9de67869.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\03f909df7cd066b37f538abe9de67869.jpeg,e4dbb93aa4112b757ca53d6f0e76dc38c249e9701c36735d4206edca8ce976b0,107cf69be2f514a0c2c74951cb3ce43606125da7a78bb0d37e91bfb774867b56,1,,0
NeoPolyp::040781d54ffd6a8ee924dbd70f618d52,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\040781d54ffd6a8ee924dbd70f618d52.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\040781d54ffd6a8ee924dbd70f618d52.jpeg,643726dbfe84973d2678666ae350d326dab305d5858b72e30842d39c0a6cb200,d9e41ce3cfd1d1db746157bd9c9e700ddefa1dd93c5fcf7e7dafa1bed9bf8264,1,,0
NeoPolyp::04414eaa922bca73d5379c7c851a5082,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\04414eaa922bca73d5379c7c851a5082.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\04414eaa922bca73d5379c7c851a5082.jpeg,c7471a22391bd33a0eac1a39ac00ff03fbb63d7cd104410e7cfb3a3e70ab1cf1,e8c885ef17e79d98d3221d434cb0228ab451f6a33d6a675a95b4deebff30095d,1,,0
NeoPolyp::0449922d6157edc3d82df22c41b503dc,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\0449922d6157edc3d82df22c41b503dc.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\0449922d6157edc3d82df22c41b503dc.jpeg,e13c3d0b024c5fc8435b48cff718789bf5030c32251fff4c6c3c49a410a152e7,baba8a180cf504f44164be538d986c0aa8750bce8e0cd93de2695858ef30b2ca,1,,0
NeoPolyp::0449ad43fe2cd066b9fdbc3bbc04a3af,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\0449ad43fe2cd066b9fdbc3bbc04a3af.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\0449ad43fe2cd066b9fdbc3bbc04a3af.jpeg,9fb3fd1c7be0f6e760a9c4dec684f94d447af22883f2b1e4ec0f63d68a648641,43d8d16e74d6027e731d29d0c42280e8d7b09a0a8a43689a67bf538e1f06637f,1,,0
NeoPolyp::047dc0cbb58aa032554b5eb4fcf0130a,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\047dc0cbb58aa032554b5eb4fcf0130a.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\047dc0cbb58aa032554b5eb4fcf0130a.jpeg,156d194a21b74264555bd7667fa84d387201dbb4b00c839354e4e4f8064c0529,ca6d4c71fe01e342bc3928f4790705990768e6b8aa463daa8f397dc1b932a2da,1,,0
NeoPolyp::04801b37705c1e555525d4f09ce7270b,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\04801b37705c1e555525d4f09ce7270b.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\04801b37705c1e555525d4f09ce7270b.jpeg,aabcc724bd9e68bc9da43bfd44294d41bdc997a648003048b5cd8d9c49049da0,25a98df90b673774baeb8841e2c4fe2f78f130440bb76a74945c4c98362a4627,1,,0
NeoPolyp::0496b83ef461c2a337948a41964c1d4f,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\0496b83ef461c2a337948a41964c1d4f.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\0496b83ef461c2a337948a41964c1d4f.jpeg,9b6f259274e0c721eb6e15895f4f3ddc8b73bd20343562a9854706ef0a275556,48621099e0265ed4392142d3d5951328b68388afef6d286fd7f5af66c885f330,1,,0
NeoPolyp::04c34a359bbb402345d341253851bc86,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\04c34a359bbb402345d341253851bc86.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\04c34a359bbb402345d341253851bc86.jpeg,d0c13684e4ec3e1b18e2b50d47fe00af03b80d7e2291de6fd2eeb06a9ec5b3dd,41c7ba030e61ef6bf0f151751f7d32801231db9215344765d0a4f9074c454726,1,,0
NeoPolyp::04ccdc265a0b0a1230b118fa8625605d,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\04ccdc265a0b0a1230b118fa8625605d.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\04ccdc265a0b0a1230b118fa8625605d.jpeg,e2c32ab3813283ad56cdd4a62a89b55e3a5bea278b5c26be7e26bd81b78cd244,dd364f6a6d46e9e4bb84b609fd97208df7a7db7922eceee9abc321d3c48bb7ce,1,,0
NeoPolyp::04f234b701fc691ffa02f6068b683019,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\04f234b701fc691ffa02f6068b683019.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\04f234b701fc691ffa02f6068b683019.jpeg,7457e6055e6cf57a70a7d0b15bc02f2341c9449c8ec399230801d5ac4d6ef2a7,919238c1970f40b08654e17f1e023b3075a6405bac170ed37a0caf57de70b05b,1,,0
NeoPolyp::051fc90e85d064f787d4be168d951058,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\051fc90e85d064f787d4be168d951058.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\051fc90e85d064f787d4be168d951058.jpeg,8eb87a03be8742bdb5c3ca19d3ea0a2752ce604b6bb8fbe7d913a5ed65b94414,13d2993a36364b4a4af50213b0b4670252cd00b1a9bc3e098c3510a0f898a52c,1,,0
NeoPolyp::052600f1f93e952886d1697f8af9b550,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\052600f1f93e952886d1697f8af9b550.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\052600f1f93e952886d1697f8af9b550.jpeg,fbe4b17f15bfafba936bd1bbeb3f4c1adbe5f015a972432dc47ea86594f94d3a,bfe1fee41b6a29466a5b5bf51c38e99978ac8417d5010c5631b58a246cc399fc,1,,0
NeoPolyp::0528810e9d05be942fd5dd0902e0db22,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\0528810e9d05be942fd5dd0902e0db22.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\0528810e9d05be942fd5dd0902e0db22.jpeg,455bba8f0560ffaa482bca8dacd040b92a95fdfc1d124adbb40355f52af581ad,84179f1d7cdc23bc04130d205b4b3221839e4aa06de5849299f875209d9c61c0,1,,0
NeoPolyp::054d694539ef2424a9218697283baa36,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\054d694539ef2424a9218697283baa36.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\054d694539ef2424a9218697283baa36.jpeg,2c09d4bd0532b0c1923ca07411f75b453ee6d9550a79870930694240a666c06e,3729e1e3cb372d0f3f1ba6f90770fa1eb0dc234e43c0a1d3e929d2a27919a861,1,,0
NeoPolyp::0676289b3e732adb4c5d1580670d78b9,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\0676289b3e732adb4c5d1580670d78b9.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\0676289b3e732adb4c5d1580670d78b9.jpeg,95a528318a392c6add1bea78703d0cb455a7383ab54fc0af6fa65ecfdf3c28e0,97f115c0827add2125e14464de4d9204073705a607f8aaeffca4eb8ad7a11ecc,1,,0
NeoPolyp::069910ea2abe3c84417fda8019410b1f,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\069910ea2abe3c84417fda8019410b1f.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\069910ea2abe3c84417fda8019410b1f.jpeg,43048ed6a5f99bbe66fb62e8cfbbc3bc03f7dd3dbcb3980afa25a2cfd661f75c,a9c7ff85096ad136af2719a4ad75d7699908e6a448331e20a7d49b0211249d08,1,,0
NeoPolyp::06cb09d1fc6869d7b4193425b976973f,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\06cb09d1fc6869d7b4193425b976973f.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\06cb09d1fc6869d7b4193425b976973f.jpeg,8cd592207583b379da345f7ed6f57562c8bf6fd26de84c7b7573e93aec4aa182,f40f1a01a350ba0d9b00fad0ccd477d1a2cc49ac3ef82bc126d7930d3dffad28,1,,0
NeoPolyp::076135d76d0bbd4ce2a1405f7d507592,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\076135d76d0bbd4ce2a1405f7d507592.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\076135d76d0bbd4ce2a1405f7d507592.jpeg,f1389b65b179d9b83323c3f162e2e82507548325b69dac19d949b429d67a53ef,3ee8ad7e0f881407eb16850fcae7071d5724928b151d11cb89ca51e4790c0ef8,1,,0
NeoPolyp::077bad31c8c5f54ffaa27a623511c389,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\077bad31c8c5f54ffaa27a623511c389.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\077bad31c8c5f54ffaa27a623511c389.jpeg,5659d891642619b5414e6051734d02e38c1ee3a27737c8e09d70cbbf9be5f642,39343c81fb7fdb7fb25d72710867bf48046f1d0057d13ec42f5d4b4eb0e0d0c0,1,,0
NeoPolyp::07907941a8490fd7df8e26031fbb5e52,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\07907941a8490fd7df8e26031fbb5e52.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\07907941a8490fd7df8e26031fbb5e52.jpeg,02787bcd8f400a5b5f1ef1906d276c3448ea154d0f98d6032b44444d0ed5b7b5,8345bdaa6ef66afed3aa397639baeb9b0956a8088cdb7ee503c63c0ababdc13d,1,,0
NeoPolyp::081835cf877e004e8bfb905b78a91391,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\081835cf877e004e8bfb905b78a91391.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\081835cf877e004e8bfb905b78a91391.jpeg,c845e57939fc716765e0f881ff2ae8f1bdee0ec780510ee7fc3b9b59536990a2,aa3150701cfa8e8f851d7f1682b9392eead1c29916c5e264f28145960ac034f5,1,,0
NeoPolyp::085835c525af63a987f428c953248704,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\085835c525af63a987f428c953248704.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\085835c525af63a987f428c953248704.jpeg,8362b6866c69636a101fea309c619c7ddb5e199a25fadb6d350f170eab003fd8,718e93791b60f677e4af5eb2a196725309169e3a4ce97b720c7e8493c5d0f2f2,1,,0
NeoPolyp::08cc3736e216b08d237285e26c90e179,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\08cc3736e216b08d237285e26c90e179.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\08cc3736e216b08d237285e26c90e179.jpeg,5107acc3cfef0f8bf9386318c5716a2d60bcc497a49621541c97df49efac513f,a17f4cda804bb941f891123317c08163111573e46d981ade109af290e9df93df,1,,0
NeoPolyp::08d237285e26c90e1797c77826f9a702,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\08d237285e26c90e1797c77826f9a702.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\08d237285e26c90e1797c77826f9a702.jpeg,ca69e733ddfe1fe2ff01e489df24747b929536ea7cd5ce101dbcc9c39751675e,52db8eb41ace74d667089b50cc190adae132102b2905f39bbc4b29243522cf3f,1,,0
NeoPolyp::09384b57bb6a052600f1f93e952886d1,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\09384b57bb6a052600f1f93e952886d1.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\09384b57bb6a052600f1f93e952886d1.jpeg,18e90541ab564d747036e2c8ca75b4b37cbcc5a7313c352ad29567658f41c834,ceea64a782509621fc30694b416101ee2e0cc3a145c0dbbff79a365a570071f1,1,,0
NeoPolyp::09817287a8aef566999467c2a48847ae,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\09817287a8aef566999467c2a48847ae.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\09817287a8aef566999467c2a48847ae.jpeg,faca7fbfcf5b1f87a45cd90a44edc1278f048685e2dabd29dd7fc328fa11f8fc,7463cd0cc3bead0be8a708e41991a602319b3b3aa47c0ea29c351f7ddfc58b03,1,,0
NeoPolyp::099130d98309817287a8aef566999467,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\099130d98309817287a8aef566999467.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\099130d98309817287a8aef566999467.jpeg,1022081ceac3cbe6ca149551d018c02a87aea7f57a42ffbec5ff203e20132881,692fe5a9e161d7b936ec6a33994656107063f602bafeabc0aa5702d0e8d2027e,1,,0
NeoPolyp::09d1dff09b8405734fbeedd0f9da760d,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\09d1dff09b8405734fbeedd0f9da760d.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\09d1dff09b8405734fbeedd0f9da760d.jpeg,4b41fc894baca6d1069ed87cdcc7af94792e1ccd42fd6082f7a0993aca656530,72ed9bf7e28fb54fc8d46e97e4a1445fee0a180b51fcc4e36662a1978f5b6f1d,1,,0
NeoPolyp::09df7cd066b37f538abe9de67869ac66,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\09df7cd066b37f538abe9de67869ac66.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\09df7cd066b37f538abe9de67869ac66.jpeg,3a29bbd4dacf9abac91ca3ed729dd0bd4f38fbf9e600befc867376fa8f5d04b1,59cd3bcd781ad8bd2d439cdcdfa0702269cfaaf6bade4d5342473ff81680ee04,1,,0
NeoPolyp::0a1230b118fa8625605da2023387fd56,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\0a1230b118fa8625605da2023387fd56.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\0a1230b118fa8625605da2023387fd56.jpeg,f9e6410a950a24426b98d9fdac43083e414ebb880d0dc1390e9eef2f2beeb815,3fe5d548c06b0a9e668753160e337c08efc21769ce0b3b20130dd61aa1cee853,1,,0
NeoPolyp::0a22abd004c33abf3ae2136cd9dd77ae,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\0a22abd004c33abf3ae2136cd9dd77ae.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\0a22abd004c33abf3ae2136cd9dd77ae.jpeg,9e522fb03ce3937af5058cedbd474cb74ddf353547d4b5fdd202ce012b03c983,570f78bb51c931071227c6ccec00cf5d5b86a83b3fecfcf6b42c115cc1072042,1,,0
NeoPolyp::0a6085835c525af63a987f428c953248,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\0a6085835c525af63a987f428c953248.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\0a6085835c525af63a987f428c953248.jpeg,25b5072d3193567530a018de6363db64af8245577b1058a3ce08e21deae5d29d,645bff78661440e61201002c3a4b8bf138a80f24bd94de2e28ca0bb8aba5dc07,1,,0
NeoPolyp::0aa5f7804c34a359bbb402345d341253,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\0aa5f7804c34a359bbb402345d341253.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\0aa5f7804c34a359bbb402345d341253.jpeg,10ff5dd96969b448eaab321b51dc09f9ceb72adf217f218e3b72804f6d29c0bf,fd88e76c6e9f44c31651feb093c0e3ec231cb1bdf4cfca84a06d4ff1e29acdac,1,,0
NeoPolyp::0adabead1ae730831caf386f6e366943,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\0adabead1ae730831caf386f6e366943.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\0adabead1ae730831caf386f6e366943.jpeg,8f1ba7a72bfb54a9a76b404380983a167ca71ef02b0b3d0d4c0b0c47945e1116,dc2c3f5eed5ff3828cbff8678c67098d41ddeebf3b8e92636ec8bfeee5970899,1,,0
NeoPolyp::0b1300cb1b387133b51209db6dcdda5c,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\0b1300cb1b387133b51209db6dcdda5c.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\0b1300cb1b387133b51209db6dcdda5c.jpeg,63a8fa3084d8642f55276ab635d055f8a92890e9b6754e1606f3ee940e80e0e8,a6a2a2b3e610fa53e1a5d3f8f27e9121a7a74915a986d6bf24700345803fbbde,1,,0
NeoPolyp::0b47aa6b7b1fecb5579bf4a5ced589c4,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train\train\0b47aa6b7b1fecb5579bf4a5ced589c4.jpeg,F:\MEDSEG_SAFETTA\data\external\NeoPolyp_raw\extracted\train_gt\train_gt\0b47aa6b7b1fecb5579bf4a5ced589c4.jpeg,76497b4713c3e5f9d2e195b65f255c3bdb21df9f9fd4876464326f3d0c01925e,943c6717f0546a9b4f6ba24e5fe15387f99c0404c5b434a6f772deba0db6eb3d,1,,0
