sample_id,model_family,model_state_id,training_seed,checkpoint_sha256,source_dice,a1_dice,delta_dice,adaptation_outcome,harm_label,benefit_label,paot_mrz19_harm_probability,paot_mrz19_benefit_probability,paot_raw19_harm_probability,paot_raw19_benefit_probability
NeoPolyp::0676289b3e732adb4c5d1580670d78b9,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.0,0.5762036382335926,0.5762036382335926,BENEFIT,0,1,0.36511451457106864,0.3362041924397191,0.544721831784105,0.8641580139156393
NeoPolyp::069910ea2abe3c84417fda8019410b1f,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9715793747462445,0.9592433697347894,-0.012336005011455042,NEUTRAL,0,0,0.2048502281644693,0.0976005957564538,0.03086113350148376,0.08315857268188796
NeoPolyp::06cb09d1fc6869d7b4193425b976973f,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.8773204196933011,0.33719087635054024,-0.5401295433427609,HARM,1,0,0.8686855888711965,0.8208802448206998,0.25611445007198186,0.6836981546701149
NeoPolyp::076135d76d0bbd4ce2a1405f7d507592,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.5715268225584594,0.1507510241238052,-0.42077579843465424,HARM,1,0,0.729690266513216,0.6843880832895102,0.36365290493386415,0.33259078654804036
NeoPolyp::077bad31c8c5f54ffaa27a623511c389,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.0,0.0,0.0,NEUTRAL,0,0,0.3671792287079151,0.2819455086567936,0.550599888064688,0.8844387449177401
NeoPolyp::07907941a8490fd7df8e26031fbb5e52,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9063941990771259,0.2098063215494276,-0.6965878775276984,HARM,1,0,0.8218874786473971,0.6364350464851676,0.49870102716225645,0.6097610471941184
NeoPolyp::081835cf877e004e8bfb905b78a91391,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.0,0.3968521641371557,0.3968521641371557,BENEFIT,0,1,0.273538543091546,0.26996388368145874,0.4607579778259493,0.8858447325415628
NeoPolyp::085835c525af63a987f428c953248704,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9764998282446604,0.9758892240419459,-0.0006106042027145264,NEUTRAL,0,0,0.16727498118718065,0.04795656149294678,0.0049271449487939606,0.0020801610241124044
NeoPolyp::08cc3736e216b08d237285e26c90e179,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.811142061281337,0.26544799176107103,-0.545694069520266,HARM,1,0,0.9050395830143695,0.9864362820661947,0.6651581944796527,0.9468930679794518
NeoPolyp::08d237285e26c90e1797c77826f9a702,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.977793957044048,0.9755964800870907,-0.002197476956957378,NEUTRAL,0,0,0.1469492897124323,0.023414951878157814,0.006503824316551915,0.005365842674562316
NeoPolyp::09384b57bb6a052600f1f93e952886d1,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9506507592190889,0.47758067683445704,-0.4730700823846319,HARM,1,0,0.4323350908612694,0.3942683453303834,0.08348560732929745,0.42686980229246313
NeoPolyp::09817287a8aef566999467c2a48847ae,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9778828553996339,0.9788901144878476,0.0010072590882136412,NEUTRAL,0,0,0.15148671629844737,0.05832353111440207,0.0034210077787100285,0.01343817302197378
NeoPolyp::099130d98309817287a8aef566999467,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9260155687839341,0.9447282861124013,0.018712717328467243,NEUTRAL,0,0,0.831139104356108,0.8900668156965755,0.11887416505767799,0.4297113918651981
NeoPolyp::09d1dff09b8405734fbeedd0f9da760d,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.4779610194902549,0.3941487200325071,-0.08381229945774776,HARM,1,0,0.5172581799160706,0.5262383886204872,0.1640233681416382,0.15353004192575767
NeoPolyp::09df7cd066b37f538abe9de67869ac66,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9579667644183774,0.9448377187124349,-0.013129045705942421,NEUTRAL,0,0,0.4490164880473109,0.13363062336855352,0.04255847619906086,0.19943567246780988
NeoPolyp::0a1230b118fa8625605da2023387fd56,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9832642781704444,0.9830849778493758,-0.0001793003210686095,NEUTRAL,0,0,0.18515578375655012,0.046446216895966945,0.010351550443000982,0.005762155190939347
NeoPolyp::0a22abd004c33abf3ae2136cd9dd77ae,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9220272904483431,0.2646717399716239,-0.6573555504767192,HARM,1,0,0.7364288651589807,0.7912786188225388,0.4496052973656005,0.6794016553037616
NeoPolyp::0a6085835c525af63a987f428c953248,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9823210787138412,0.9862610853283095,0.00394000661446825,NEUTRAL,0,0,0.18471606869623883,0.05446661156626174,0.005280544373112431,0.0019600049529723807
NeoPolyp::0aa5f7804c34a359bbb402345d341253,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.8136645962732919,0.06384018998393519,-0.7498244062893568,HARM,1,0,0.7195576705436295,0.829314563072066,0.6716036012389396,0.8833118789476198
NeoPolyp::0adabead1ae730831caf386f6e366943,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9820164902940985,0.9753219564803655,-0.006694533813733083,NEUTRAL,0,0,0.16427943940826145,0.03212249843704265,0.006169959174329013,0.013004749432953482
NeoPolyp::0b1300cb1b387133b51209db6dcdda5c,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.0,0.10377679482817284,0.10377679482817284,BENEFIT,0,1,0.2977234737246425,0.25084603963500357,0.519722952410853,0.8591881464342846
NeoPolyp::0b47aa6b7b1fecb5579bf4a5ced589c4,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.7516718680338832,0.20477541777739558,-0.5468964502564876,HARM,1,0,0.924558764423202,0.24267716870560255,0.37080311929637355,0.19516673864436124
NeoPolyp::0b9afea6923881bf04350ffd6984cbcc,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.0,0.09277954042880492,0.09277954042880492,BENEFIT,0,1,0.34526214222805285,0.18604370363615194,0.5280039948052947,0.8824218922808679
NeoPolyp::0bbd4ce2a1405f7d507592b964b7955a,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9782443713635214,0.9360423178648714,-0.04220205349865003,HARM,1,0,0.3580117669209238,0.10166332150996717,0.02438915081093332,0.09744284663057037
NeoPolyp::0bd55b1393e2ef89424de1556a26c8eb,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.6938428473583524,0.7659959004650547,0.07215305310670228,BENEFIT,0,1,0.3752917813552466,0.3379308781672719,0.04093355125249055,0.025341352141213164
NeoPolyp::0bf0b5633059989805234e222e19769f,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9518289339703924,0.5768386388583974,-0.374990295111995,HARM,1,0,0.5365922167713145,0.4884625199357392,0.2733887922483429,0.20372533342447116
NeoPolyp::0bfd2a52829ab4e7568cb49a3c530b99,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.956592512208356,0.7139636967611817,-0.2426288154471743,HARM,1,0,0.5366609351124131,0.19210067805913691,0.10264221478608374,0.07724033980697934
NeoPolyp::0c90be319e1d6d19a707a4fdcc58c9c9,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.7873392680514342,0.26258934809480305,-0.5247499199566311,HARM,1,0,0.8129945517187886,0.8286129520178868,0.5093680859400915,0.5296238965244999
NeoPolyp::0e1797c77826f9a7021bab9fc7330398,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9526704298740772,0.36318764429583633,-0.589482785578241,HARM,1,0,0.6276472407565201,0.15975559371759107,0.06866675448637881,0.1621837943771583
NeoPolyp::0e3b6d0bf0b5633059989805234e222e,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9753263157894737,0.9442253521126761,-0.0311009636767976,HARM,1,0,0.29847692885198335,0.19756735902567144,0.0671993242042597,0.07717240637726931
NeoPolyp::0e85d064f787d4be168d9510588bec07,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9236453201970444,0.2520521487204249,-0.6715931714766195,HARM,1,0,0.7696588128204186,0.31488298434092643,0.2966001253626454,0.45403338673564764
NeoPolyp::0eaf044301ff069910ea2abe3c84417f,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9826643552473663,0.9796271637816245,-0.003037191465741773,NEUTRAL,0,0,0.15531072316319772,0.05460013714167597,0.019789065889183787,0.025958201369306787
NeoPolyp::0ebce6347c491b37c8c2e5a64a8bd16f,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9731479588359572,0.9062934470293817,-0.06685451180657542,HARM,1,0,0.27170006097600485,0.15322884681560756,0.013610801669876707,0.018891833232617734
NeoPolyp::0f1536ad3f6a5664c1711b62f15ec83b,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9510440835266821,0.969098075055692,0.018053991529009883,NEUTRAL,0,0,0.23180708602200653,0.14959938874020404,0.0527463815961301,0.054035279055111594
NeoPolyp::0f1f93e952886d1697f8af9b550c1bce,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9397089397089398,0.6118331364173407,-0.32787580329159904,HARM,1,0,0.6790717223514245,0.1932141073664396,0.13526190893805973,0.17110770368054085
NeoPolyp::0f618d52893a23c466c16952b6692e6b,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9716339615309889,0.4379981146627817,-0.5336358468682072,HARM,1,0,0.6765116232457691,0.1707792662873655,0.10485302608292493,0.12645118451317766
NeoPolyp::0fb9af0ef92846b60b1a38a1eecd70eb,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9848563606750529,0.9886688479421388,0.00381248726708594,NEUTRAL,0,0,0.13517807292384237,0.039674976849983425,0.0030763369693159403,0.005246585637054475
NeoPolyp::10a38713b2aa6ce8d1cf6644589e532a,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.0,0.0,0.0,NEUTRAL,0,0,0.397012698698194,0.23976759743304144,0.5606389399720784,0.8748489916170427
NeoPolyp::10b1fcf0625f608b4ce97629ab559b28,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9776012975028663,0.9864976805831677,0.008896383080301384,NEUTRAL,0,0,0.22703677137312847,0.054684616315476595,0.00289667242767597,0.0005935044520327723
NeoPolyp::117c6599c6dc55c83a46ce2be9800e6c,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9478229578985247,0.14969352752628914,-0.7981294303722355,HARM,1,0,0.9979199406528979,0.2507467840645305,0.6861116441513659,0.47049899383325905
NeoPolyp::11c4aa179344271fa54aa1b27918630b,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9675650982183646,0.45072463768115945,-0.5168404605372051,HARM,1,0,0.3657032116506429,0.09408492805456543,0.028264841186927635,0.08072957215365556
NeoPolyp::11f025ba0e3b6d0bf0b5633059989805,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.0,0.08312527537083272,0.08312527537083272,BENEFIT,0,1,0.5083947198108935,0.19848384560386984,0.6053335737329277,0.8773106449386975
NeoPolyp::12295dd542315b4c10e2b0e33fa12bfc,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9657778021135629,0.9742658836091831,0.008488081495620192,NEUTRAL,0,0,0.2121710705683207,0.0808684790569943,0.024248910805141844,0.019300133753107795
NeoPolyp::124dbc13ca0eaf044301ff069910ea2a,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9499594813614263,0.9320670607617018,-0.017892420599724512,NEUTRAL,0,0,0.21731576630986446,0.1012505600569528,0.028864987669578773,0.10979709066590382
NeoPolyp::1276e3f404b79b6669075945dc8ec8f0,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9281332164767747,0.9035560344827587,-0.02457718199401604,HARM,1,0,0.4143473858557274,0.5335714450622661,0.22856279355956277,0.45324031634918965
NeoPolyp::130a76ba2ea3ad774c0444718528404f,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9634649381261049,0.22455759712522882,-0.7389073410008761,HARM,1,0,0.3047510897587491,0.42901881399544906,0.1726675085989989,0.37985759290081617
NeoPolyp::13ccf1f4b331a412fc44655fb51f809d,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.24891461649782923,0.05823514754565194,-0.1906794689521773,HARM,1,0,0.7359192485020108,0.9421374021989637,0.7196660418236686,0.9496119872140775
NeoPolyp::145a7d8d3b6c0ed754f28ca745212295,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9320709016844655,0.8427039627039628,-0.08936693898050274,HARM,1,0,0.31763278239214177,0.24219540988372992,0.11177285304642406,0.161285938403353
NeoPolyp::149398b798da48d679d7c7c8d3d96fb2,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9595959595959596,0.5825141495382782,-0.3770818100576814,HARM,1,0,0.4776419082393624,0.13763339311220593,0.09326111463360504,0.08995458434050747
NeoPolyp::14fc58bdb26679bff55177a34fc01019,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9745229954781074,0.5762538382804504,-0.398269157197657,HARM,1,0,0.6812661877652915,0.1260959188794749,0.09173048443373875,0.1082066991304161
NeoPolyp::152b672ab3492fc6239c86a73f97dd52,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.0,0.12995676343421866,0.12995676343421866,BENEFIT,0,1,0.27848886159803876,0.305936498846942,0.5094514696675106,0.868555252860993
NeoPolyp::15334875343f27ebc5d92b9076135d76,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.9563473700447324,0.9105194238323876,-0.04582794621234476,HARM,1,0,0.3288511566913759,0.18400498672912874,0.06339353635854454,0.1455401409530307
NeoPolyp::1573af7f31f04dc06992d92472facb34,PraNet,PraNet::20260817,20260817,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,0.0,0.19494803914131836,0.19494803914131836,BENEFIT,0,1,0.5879916621476523,0.14459167071362325,0.630889411422569,0.8759484543773239
